OTU_ID,101591,101592,101593,101594,101595,101596,101597,101598,101599,101600,101601,101602,101615,101620,101621,101625,101627,101629,101631,101632,101633,101635,101636,101637,101638,101639,101641,101643,101644,101691,101692,101695,101696,101697,101698,101699,101700,101701,101702,101703,101724,101725,101726,101728,101729,101730,101731,101732,101733,101734,101735,101742,101743,101744,101745,101746,101747,101748,101749,101750,101827,102039,102889,103231,103250,103917
Otu000002,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,16,0,0,20,0,3,0,3,0,0,0,0,0,0,40,2,0,0,0,0,9,0,1649,31956,5370
Otu000004,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,44,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,23,0,44,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0
Otu000005,7,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,15,0,0,0,0,0,0,0,0,0,2,14,0,0,6,0
Otu000011,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000012,12,3,7,12,0,0,0,28,26,20,37,0,0,0,0,13,0,0,0,0,0,19,0,12,0,18,0,0,5,0,0,0,0,0,9,0,0,0,0,0,19,21,0,43,28,5,0,0,0,0,39,0,0,0,0,0,0,0,4,0,0,233,434,55,769,9
Otu000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000017,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,7,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000018,0,0,0,0,0,6,0,0,0,0,6,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000022,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Otu000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000025,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000026,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,166,91,493,386
Otu000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,243,101,225,342
Otu000028,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000029,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Otu000030,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,0,22,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000031,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0
