OTU_ID,101591,101592,101593,101594,101595,101596,101597,101598,101599,101600,101601,101602,101615,101620,101621,101625,101627,101629,101631,101632,101633,101635,101636,101637,101638,101639,101641,101643,101644,101691,101692,101695,101696,101697,101698,101699,101700,101701,101702,101703,101724,101725,101726,101728,101729,101730,101731,101732,101733,101734,101735,101742,101743,101744,101745,101746,101747,101748,101749,101750,101827,102039,102889,103231,103250,103917
Otu000035,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
Otu000041,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000044,35,101,37,46,32,56,0,55,72,71,79,12,0,0,6,0,0,0,46,0,0,0,12,39,32,29,0,9,66,3443,2743,0,0,0,0,0,0,0,29,0,15,72,0,18,0,53,38,100,0,0,8,10,245,0,0,0,0,10,8,0,939,12,632,18,0,0
Otu000047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000048,782,933,1208,811,1004,1308,105,1474,1626,3213,3495,1183,0,180,834,0,460,235,693,161,903,35,181,634,376,318,0,403,132,0,36,153,0,91,275,0,0,1111,893,1433,2303,939,4997,189,408,336,132,257,1018,476,1354,469,435,1406,275,298,151,365,319,142,13,630,0,1178,0,1329
Otu000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Otu000057,0,0,0,5,0,15,0,0,13,0,19,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,10,17,0,26,0,0,0,15,7,0,20,0,12,0,0,0,0,6,0,0,0,27,0,0,0,0
Otu000060,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000061,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000063,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Otu000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
Otu000069,42,21,0,40,11,15,0,34,24,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3021,7586,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,18,30,0,0,0,0,0,0,0,0,0,0,0,0,1529,0,2312,0,0,0
Otu000072,50,23,27,23,23,35,0,57,0,62,61,0,0,0,3,0,0,0,7,0,0,0,0,0,0,25,0,0,34,4721,12708,0,0,0,25,19,0,0,0,0,3,10,0,5,0,39,13,29,0,0,0,0,129,0,0,0,0,0,0,0,7867,11,4946,17,0,0
Otu000073,0,0,0,0,10,0,0,9,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,87,0
Otu000075,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
Otu000079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,50
Otu000081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000082,648,826,1072,717,825,1352,58,917,1565,2352,1834,423,0,572,807,0,208,277,1192,398,715,86,156,976,772,3414,0,999,1597,0,49,317,0,0,93,0,48,0,40,73,78,221,21,0,0,0,0,0,61,38,0,28,0,50,27,242,0,87,161,15,13,0,0,38,0,90
Otu000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000085,153,55,78,50,29,75,0,78,67,56,83,21,0,0,0,0,0,0,42,0,0,0,0,38,42,0,0,0,189,12112,14520,0,0,0,0,16,0,0,0,0,0,0,0,0,0,85,41,69,0,0,10,24,0,0,0,11,0,0,0,0,2921,0,1954,0,0,0
Otu000087,65,0,0,22,0,15,0,46,48,31,0,0,0,72,110,16,77,616,198,337,100,442,39,94,243,1041,32,101,24,0,0,0,0,0,0,0,0,156,655,328,355,60,52,262,0,0,27,37,102,134,1522,290,560,399,288,0,117,85,55,27,0,190,0,108,0,42
Otu000089,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
Otu000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,76,0
Otu000095,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000097,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,10,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000101,0,0,0,0,0,0,0,0,0,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000110,0,5,0,0,0,0,0,8,10,0,24,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000112,52,132,158,77,95,115,0,147,206,199,162,60,0,0,27,0,20,21,22,27,13,0,14,25,15,36,0,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,58104,35316,0,0,0,4074,485,4987,0,0,0,0,0,0,0,0,0,0,42600,0,2643,384,421
Otu000116,354,338,473,99,365,746,54,457,889,1248,3844,371,0,0,27,0,22,18,238,0,111,81,0,80,92,61,0,20,110,0,0,0,0,0,60,32,0,0,0,0,21,326,0,8666,3142,0,20,0,302,96,720,0,19,0,0,0,0,65,0,9,9,1383,0,276,0,219
Otu000122,2621,13318,8933,4910,7160,18283,192,4850,13656,17701,11463,3315,6,677,1142,0,125,968,348,2673,1973,13,90,797,244,7253,0,932,448,24,28,0,1080,38,0,0,8,0,48,10,83,327,0,10,0,0,0,0,0,4,0,6,0,0,0,0,34,15,0,7,0,0,0,580,0,731
Otu000123,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
Otu000126,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,29,0,0
Otu000134,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000138,204,151,155,87,80,172,37,189,161,139,134,30,0,0,0,0,0,0,11357,0,0,0,0,32,37,17,0,0,610,0,16,0,0,0,0,0,0,0,0,29,0,0,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000139,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Otu000140,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000145,3218,9137,8084,4383,6272,12654,302,5487,10291,7710,11875,2702,0,270,377,0,98,148,286,431,525,7,203,1180,166,3858,0,398,454,387,492,21,115,152,0,0,21,0,110,47,291,394,0,307,349,7,0,0,902,297,803,20,832,26,0,0,0,0,10,20,460,383,180,1709,308,1346
Otu000151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000153,238,236,383,210,336,434,17,424,560,725,856,242,0,110,353,0,152,34,226,67,332,15,134,513,175,1328,0,207,94,0,0,0,0,233,13,0,0,94,521,199,1125,359,109,99,136,12,6,0,388,125,629,47,117,642,1862,705,57,187,266,92,0,78,0,320,0,920
Otu000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000163,0,0,26,0,10,0,0,0,0,34,14,0,0,0,0,0,0,0,0,0,21,0,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000171,74,0,0,0,0,35,0,85,0,16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2710,4542,0,0,0,17,4,0,0,0,0,0,0,0,0,0,34,13,20,0,0,0,10,36,0,0,0,0,0,0,0,3742,0,2767,54,0,0
Otu000176,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000178,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,4,0,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,91,10,0,0,5,0,1557,2029,404,0,0,0,0,2362,458,166,34,709,2980,228,0,0,0,0,0,0,0
Otu000188,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Otu000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,9,0,4,0,0,0
Otu000191,429,500,643,474,530,682,124,563,806,1054,973,255,0,224,387,0,191,67,227,112,361,0,169,629,141,410,0,377,174,0,0,51,0,0,0,0,0,0,0,0,701,292,261,108,154,0,0,0,202,116,224,53,0,0,0,0,0,0,45,0,0,77,0,154,0,149
Otu000193,173,35,83,34,91,143,16,91,276,225,294,69,0,273,744,0,335,113,487,83,1300,144,379,832,907,2259,0,399,35,0,0,0,0,0,0,0,0,0,398,197,1035,1043,131,7,10,0,0,0,17,0,34,311,370,219,229,998,2463,1544,350,93,0,0,0,0,0,44
Otu000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000196,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0
Otu000207,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1859,4864,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,10,77,0,0,0,0,0,0,0,4072,0,2140,0,0,0
Otu000211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12050,0,0,0,0,0,2544,0,0,0,22657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,26,6,29
Otu000233,132,232,563,67,270,429,27,649,682,781,1015,179,0,143,271,0,95,65,80,107,353,0,51,295,54,1199,0,190,115,0,0,0,0,0,0,0,0,0,16,31,0,84,9,4735,12958,0,0,0,2240,343,1684,0,0,0,0,0,0,0,16,0,0,18616,0,988,304,513
Otu000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1761,1319,3819,2,0,0,22,0,315,27,64,181,537,48,0,0,0,0,0,0,0
Otu000236,1831,958,1418,270,872,2424,67,1118,1631,2209,8178,1033,0,0,23,0,0,0,204,0,0,0,0,0,52,33,0,0,151,183,74,0,0,0,0,0,41,0,0,0,0,189,0,6309,3659,0,0,0,110,0,122,0,0,23,0,0,0,0,39,0,62,1583,0,198,167,276
Otu000245,0,11,0,0,4,11,0,0,9,0,13,0,0,4,0,0,0,3,0,0,7,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24784,12661,0,0,0,7450,2007,14506,0,0,0,0,0,0,0,0,9,0,13075,0,3958,743,1166
Otu000246,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Otu000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000249,28,24,115,509,187,109,3,46,129,26,27,15,0,4,21,0,24,254,16,5,16,0,0,44,10,21,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000250,261,581,653,447,600,758,34,546,906,1225,1197,135,0,268,346,331,175,146,632,333,485,340,241,1061,577,2113,21,532,2720,0,0,0,0,0,0,0,0,0,40,90,53,104,0,0,0,0,0,0,0,0,0,13,0,0,0,81,0,37,43,0,0,0,0,39,0,0
Otu000251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000253,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
