Otu000153,329,1227,2362,432,1022,1837,167,475,276,972,0,123,349,490,495,0,118,309,634,0,24,12,48,88,32,0,344,162,139,0,517,0,246,682,363,443,305,184,645,162,0,27,541,387,339,102,317,53,0,66,356,355,456,655,12,44,0,214,0,0,116,0,0,268,398
Otu000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000170,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000171,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0
Otu000174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000179,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Otu000184,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,860,177,43,344,0,105,1625,0,110,276,400,4437,0,0,0,366,0,0,0,0,502,11,0,138,0,0,0,9,0,0,0,0,0,1099,0,46,0,0,0,64,291,0,0,2847,1112
Otu000191,288,1612,1538,216,487,3120,164,1080,646,711,0,238,344,548,363,0,148,137,150,0,52,0,56,73,0,0,0,109,0,0,154,0,142,734,350,238,1283,200,96,987,0,91,0,493,148,0,153,116,0,115,447,165,358,119,43,92,0,164,0,0,75,0,0,132,117
Otu000193,96,320,424,116,117,235,359,261,139,236,0,352,169,296,127,0,44,512,205,0,18,0,121,178,75,6,65,71,272,0,401,0,4946,303,587,287,790,232,346,228,0,0,89,934,225,13,250,30,0,16,410,105,442,152,0,81,0,81,0,0,108,0,0,218,181
Otu000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000196,0,0,136,25,85,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Otu000203,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000204,0,0,0,0,0,0,0,0,0,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000207,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,954,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,2271,0,0,0
Otu000212,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000214,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14053,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
Otu000221,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,66,0,0,8,0,0
Otu000223,0,0,0,0,0,0,0,0,0,0,1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000233,130,383,473,65,208,348,28,119,41,214,0,13,110,152,133,0,20,155,8,0,0,0,0,0,0,0,0,19,0,0,0,0,48,106,64,7,50,40,31,44,0,40,0,26,0,0,16,40,0,33,89,0,55,56,19,0,0,12,5,0,0,24,73,0,0
Otu000235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,7697,3061,36,66,0,16,52,0,52,5906,110,0,0,0,0,524,0,0,0,0,1178,88,0,0,0,0,0,0,0,0,0,0,0,467,0,21,0,0,0,0,102,0,0,155,245
Otu000236,193,1159,302,191,158,1394,32,678,368,401,0,0,210,393,270,17,0,582,0,58,0,0,0,0,0,0,0,25,0,0,0,0,21,253,99,0,47,71,39,80,0,30,0,0,136,0,0,103,0,82,99,62,53,30,1577,0,0,40,0,0,0,0,35,12,0
Otu000241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8203,0,0
Otu000245,7,11,23,0,11,7,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000246,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000249,66,67,404,99,467,10,0,25,0,418,0,0,15,24,27,0,7,105,0,0,0,0,0,0,690,0,64,155,0,0,0,0,0,5561,97,16,5,8977,688,3966,0,0,0,14,0,0,158,8,0,10,21,16,156,0,0,0,0,13,0,0,0,3,0,0,0
Otu000250,74,177,397,188,306,179,16,97,27,270,0,24,136,146,136,0,393,18,100,0,5,0,0,9,13,2,30,85,13,0,60,0,63,298,871,52,458,107,152,89,0,496,0,24,43,0,990,828,0,331,297,213,248,106,56,0,0,1250,85,0,13,0,15,68,15
Otu000255,0,16,12,0,0,0,0,10,0,0,0,0,4,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,0,0,0
Otu000256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000258,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,7,0,11,0,0,0,12,0,0,15,10,0,0,0,0,0,21,18,52,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,23,0,0,8,27
Otu000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,97,0,0,0,0,0,26,0,34,0,0,0,0,95,0,0,0,0,0,0,0,15,65,0,0,12,12,0,0,0,0,0,0,112,0,0,0,0,767,0,0,18,23
Otu000268,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000269,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,768,0,0,0,0,0,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,0,6,0
Otu000270,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,5,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Otu000273,126,219,433,151,261,365,22,261,94,355,0,28,159,232,159,0,66,113,66,0,0,0,0,0,0,0,17,172,0,0,311,0,148,2057,482,121,117,45,403,0,0,79,0,79,65,0,149,455,0,125,569,180,471,34,0,0,0,376,0,0,0,0,0,22,23
Otu000279,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,61889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0
Otu000284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000286,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,26,0,0,0,0,0,7,0,8,0,0,0,12,40,0,0,30,0,168,0,0,7,3,0
Otu000287,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000292,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,1941,0,0,0,0,0,0,0,8,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
Otu000296,0,31,0,0,0,0,0,9,0,0,0,0,0,20,16,1338,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,2711,0,0,0
Otu000298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2845,0,0,0
Otu000302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000303,445,980,2251,336,1113,1074,108,427,105,851,0,66,212,274,530,0,22,146,34,0,0,0,0,0,34,0,0,229,0,0,19,0,44,3571,310,30,92,111,556,140,0,71,0,33,44,0,75,48,0,37,210,97,275,0,31,0,0,771,0,0,17,12,0,53,17
Otu000304,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000306,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000309,145,325,357,78,380,304,154,132,21,197,0,269,212,188,229,0,0,133,163,0,44,0,77,57,0,0,180,45,62,0,291,0,2379,236,289,263,159,159,139,139,0,35,79,418,175,0,275,33,0,0,158,0,215,208,0,112,0,0,0,0,155,0,0,308,264
Otu000314,0,19,0,0,14,10,0,0,0,12,0,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1524,0,0,0
