OTU_ID,102873,102907,102966,103053,103104,103131,103138,103184,103195,103203,103228,103259,103329,103337,103919,103947,103948,103953,103954,103961,103975,103979,103991,104007,104009,104016,104024,104029,104032,104033,104043,104056,104063,104067,104085,104086,104100,104106,104113,104127,104133,104136,104147,104159,104162,104177,104188,104189,104196,104202,104218,104219,104233,104250,104255,104256,104258,104266,104276,104277,104281,104284,104298,104305,104317,104320,104324
Otu000002,8,0,0,0,19,21,53,27,22,16,24,104,74,144,73,617,764,16,102,285,1290,1301,21,238,2040,0,335,47,71,18,325,3264,8718,318,16,3008,1165,17,25,253,47,8,1161,36,1066,48,1556,248,2480,88,1447,47,25,6,34,33,66,499,49,11,28,317,105,745,51,151,34
Otu000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000005,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000012,49,19,19,0,0,0,0,3,0,0,0,0,0,0,0,20,52,0,8,12,83,38,0,13,54,0,10,0,0,0,24,155,212,7,0,135,42,2,0,10,0,0,83,0,58,0,76,14,83,0,0,0,0,0,0,0,0,6,0,0,6,16,5,50,3,5,0
Otu000017,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Otu000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,14,0,0,8,0,0,3,0,4,0,0,12,0,0,0,19,11,8,13,0,0,53252,0,11,0,0,0,0,0,0,15,18,0,0,14,0,9,0,0,0,0,0,0,17,0,0,0,0,14
Otu000026,17,10,15,0,0,0,0,0,0,0,0,0,0,0,0,21,26,0,23,35,142,323,0,20,253,0,35,0,0,0,10,195,304,16,0,179,127,0,0,22,7,0,59,0,91,6,259,12,155,10,158,5,0,0,0,0,6,17,10,0,0,36,0,73,0,19,0
Otu000027,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,10,56,93,1162,0,53,1429,8,18,19,11,10,16,180,69,23,0,201,40,0,0,25,0,0,40,7,81,0,75,21,360,0,179,0,0,0,10,0,0,22,0,0,0,113,0,77,5,0,0
Otu000031,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000044,111,8,318,22,26,0,10,25,57,65,70,47,37,100,40,6,0,14,30,7,0,407,0,24,3368,5,0,9,14,0,13,60,0,26,8,0,31,0,196,467,0,23,0,0,7,0,6,12,0,0,0,0,0,7,19,0,14,0,35,8,9,18,5052,9,9,7722,0
Otu000048,2029,246,4778,2240,1549,216,252,1411,810,2072,1417,1012,1781,1670,1121,350,598,277,1151,840,764,721,938,96,0,474,206,913,128,589,3228,291,0,223,166,1864,1973,279,62,806,92,98,453,252,68,200,977,68,41,1595,36,1083,99,104,768,594,140,524,700,165,64,562,0,392,2665,44,145
Otu000049,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000050,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000057,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000069,40,0,65,0,0,0,0,0,0,32,0,0,0,0,22,0,0,0,0,0,0,129,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1203,0,0,4935,0
Otu000071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000072,67,7,126,0,34,0,5,14,35,41,48,39,28,56,34,6,0,0,0,0,0,103,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,55,70,0,5,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6,0,14,0,1311,0,0,12404,0
Otu000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000074,25,0,0,0,0,23,0,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000082,2132,597,4699,2261,1662,242,336,1528,1344,1515,1072,1741,1131,1885,2494,341,276,815,1199,287,51,1023,117,86,15,769,820,513,53,1123,124,1263,0,126,1093,19,405,43,7,312,0,653,790,47,85,31,54,260,548,763,0,71,754,1395,2703,635,0,72,125,114,1088,13,13,149,615,22,0
Otu000084,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,36496,0,0,0,0,0,0,0,0,0,0,2378,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu000085,61,0,156,0,0,9,0,0,38,47,54,60,15,112,36,0,0,0,0,0,0,167,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,118,39,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8205,0,0,6449,0
Otu000087,55,0,46,0,36,111,0,25,0,0,0,32,0,0,60,0,309,75,0,103,34,41,277,93,0,0,0,71,28,0,93,0,0,699,33,26,0,78,26,630,63,0,0,44,0,23,95,38,0,637,0,257,0,0,64,757,0,188,531,38,0,0,0,86,1007,0,0
Otu000090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,35,0,30,0,0,27,0,18,0,0,18,0,0,0,0,0,0,21,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000100,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Otu000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000112,220,0,393,61,17,0,0,21,72,118,127,100,48,326,37,0,0,0,28,0,0,0,0,6,0,18,7,0,0,15,0,20,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9525,0,0,0,0,236,0,0,0,18,7108
Otu000116,535,0,625,271,0,30,0,144,213,324,235,167,285,337,141,0,0,63,146,38,19,62,21,22,286,28,5,0,0,47,19,65,0,0,51,81,394,0,0,0,0,0,24,0,0,0,25,33,0,40,0,0,59,39,99,0,678,0,0,0,25,1403,61,0,0,133,373
Otu000119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000122,127,0,409,0,0,0,0,0,163,0,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu000123,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000127,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,27,0,14,77,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,63,0,0,5,107,0,0,0,0,0,0,0,0,6,0,0,0,24,0,22,0,0,0
Otu000129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,27,0
Otu000138,73,18,135,27,27,26,23,25,15,40,28,25,19,41,15,37,0,1333,31,14,0,0,0,0,0,0,0,0,0,8,139,73,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,0
Otu000145,174,0,1125,35,70,0,0,51,108,173,212,103,121,164,103,0,0,14,27,12,0,87,0,0,13,0,6,0,0,17,0,21,0,0,16,20,18,0,0,22,0,0,20,0,0,0,0,0,0,0,0,0,31,8,35,9,0,14,0,0,0,8,0,0,0,38,0
Otu000153,771,116,2007,333,314,95,247,645,172,371,448,326,444,375,311,171,99,55,364,1221,291,355,404,189,17,146,45,198,158,81,226,69,0,138,117,567,427,87,12,177,31,0,72,62,0,274,451,23,0,426,50,127,24,44,288,343,44,2905,171,24,25,164,0,112,547,0,56
Otu000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000171,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,3624,0
Otu000179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000186,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,2284,0,137,315,0,0,0,157,664,0,0,0,0,1842,0,0,0,0,9,635,6,623,6,37,262,123,165,0,0,0,0,40,0,0,0,0,0,9,3671,731,0,0,0,0,0,0,0
Otu000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Otu000191,762,334,2797,337,356,213,331,727,223,389,620,521,578,704,284,292,0,114,636,0,0,515,40,0,0,187,228,44,0,96,0,128,0,90,100,236,128,0,0,259,25,0,406,0,0,0,43,60,121,118,0,0,0,102,527,114,105,51,160,0,51,160,0,0,130,0,100
Otu000193,434,1449,570,353,462,583,1139,397,17,43,94,96,72,254,92,51,544,40,107,69,252,582,188,809,0,91,902,108,233,346,67,40,0,233,213,151,57,24,16,413,20,0,61,423,43,129,109,125,14,252,0,0,115,209,118,287,3,168,253,18,34,0,0,126,455,0,0
Otu000196,0,0,0,0,0,0,0,0,0,23,0,0,50,0,0,0,0,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3982,0,0,0,0,0,1107,0,0,0
Otu000203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000207,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,503,0,0,4577,0
Otu000208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000211,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000215,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,7,0,0,0,0,0,0,203,0,0,0,0,0,0
Otu000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,7,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0
Otu000233,881,12,2053,115,39,0,9,93,265,355,252,299,220,703,107,25,0,24,172,0,0,56,0,27,0,42,24,0,0,38,0,36,0,0,27,0,49,0,0,16,0,0,13,0,0,0,0,11,17,17,0,0,24,19,69,18,7284,0,0,0,14,2777,22,0,21,24,4021
Otu000235,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,168,0,0,258,0,0,0,72,56,0,0,0,0,0,0,0,0,0,0,385,6,0,0,50,102,81,0,0,0,0,0,0,0,0,0,0,0,0,1518,8,0,0,0,0,0,5,0
Otu000236,554,23,970,132,109,0,55,187,212,374,231,337,298,340,199,26,0,22,53,0,0,136,0,0,211,23,0,0,0,49,0,0,0,0,55,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,133,0,553,51,0,0,0,1340,48,0,0,75,442
Otu000241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000245,20,0,50,0,0,0,0,0,0,11,15,7,8,25,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2495,0,0,0,0,90,0,0,0,0,2162
Otu000249,21,0,194,137,36,0,3,34,49,47,62,85,16,49,164,53,0,21,142,0,0,0,0,0,0,111,0,7,0,9934,8,283,0,0,12008,0,0,0,0,0,0,0,2936,0,0,0,0,0,104,226,0,0,7457,5470,7634,140,4,0,0,0,0,0,0,0,368,0,0
Otu000250,272,104,461,37,147,45,71,163,97,94,127,121,106,168,185,170,71,453,1345,47,36,110,77,60,0,231,259,120,0,69,37,2099,0,39,67,0,128,0,0,85,0,0,278,0,0,0,147,187,1183,445,0,0,5,44,396,278,0,16,0,0,181,14,0,60,434,0,0
Otu000255,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,780,0
Otu000258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,117,0,0,0,15,0,6,0,0,0,194,0,0,0,11,0,72,0,0,0,0,0,0,99,0,0,0,0,50,0,0,0,0,0,6,47,0,0,0,0,0,0,0,0
Otu000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,91,0,0,0,0,0,0,22,0,3867,0,0,0,77,0,20,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0
Otu000267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Otu000269,0,9,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,80,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,58,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490,0,0,1349,0
Otu000270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,46,0,0,8,0,12,0,0,0,0,0,97,0,0,23,0,0,0,0,0,0,18,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
Otu000273,285,59,515,128,169,36,53,143,141,149,140,186,93,242,149,48,97,230,679,0,0,93,0,54,0,141,69,146,0,0,0,550,0,0,0,0,78,0,0,116,0,0,101,43,0,29,11,23,521,194,0,0,0,0,125,338,0,0,29,0,123,0,0,0,288,0,0
Otu000277,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
