OTU_ID,102037,103077,103885,103965,103976,103977,103978,103986,103995,103997,104000,104006,104017,104019,104036,104040,104042,104044,104070,104072,104073,104082,104089,104094,104109,104114,104117,104125,104129,104130,104146,104149,104150,104168,104171,104172,104208,104211,104212,104216,104251,104252,104259,104264,104272,104292,104303,104311,104315,104332
Otu000002,0,50,63,32,77,58,96,33,617,3945,171,72,5,21,1273,5,128,1500,850,33,153,601,1339,863,339,414,281,3968,45,4160,20,36,6,95,55,427,39,115,5,537,16,508,13,2308,143,29,189,3017,27,1386
Otu000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu000012,56,0,2,0,0,0,0,0,16,131,6,0,0,2,21,0,3,1288,32,0,7,11,37,66,17,10,11,44,0,134,0,0,0,3,0,30,0,8,0,28,0,14,0,110,9,0,11,123,3,52
Otu000017,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000022,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,72026,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Otu000026,14,0,0,11,11,0,11,0,31,273,12,5,0,4,25,0,14,1076,19,0,11,25,67,29,24,28,13,195,8,93,0,0,0,0,0,15,11,7,0,17,0,47,0,457,0,5,6,144,0,51
Otu000027,19,0,0,0,0,3,9,8,25,63,19,0,0,0,52,0,0,2489,25,0,0,24,44,29,11,7,21,81,0,151,0,0,0,0,0,0,0,0,0,9,0,26,0,179,0,0,0,93,0,47
Otu000029,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000043,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000044,23,20,13,0,4,223,11,4,4,0,0,0,0,9,0,46,0,330,46,303,7,36,6,11739,27,13,9,0,0,0,5,23,73,0,11,6726,0,0,14,0,10,0,10,0,29,7,8,0,0,0
Otu000048,853,840,420,212,214,254,552,417,241,679,269,514,880,710,135,99,119,34,835,45,3767,355,11,0,1460,846,662,69,870,0,388,110,34,104,834,33,785,508,330,145,123,0,300,0,446,2376,604,421,322,0
Otu000057,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000069,0,0,0,0,0,41,0,0,0,0,21,0,0,0,0,0,0,17,0,21,0,0,0,3096,0,0,0,0,0,0,0,0,13,0,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000072,10,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,17,0,53,0,0,14,5120,0,0,0,0,0,0,0,0,14,3,0,8391,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Otu000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000082,744,342,424,393,14,20,442,82,50,94,689,359,685,152,222,0,257,12,1912,13,733,682,0,22,2440,3866,1041,80,132,0,117,14,3,218,247,0,1506,382,467,7,430,74,95,0,344,94,265,213,54,0
Otu000084,0,0,0,0,0,5,0,26065,0,5,0,0,0,5,54,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,0,0,0,0,0,14582,0,0,24357,0
Otu000085,0,0,11,0,0,24,0,0,0,0,16,0,0,0,0,7,0,173,14,42,0,16,0,9127,0,0,16,0,0,0,0,14,30,0,0,4900,0,0,0,0,0,0,0,0,14,0,0,21,0,0
Otu000087,28,42,35,32,0,1240,40,56,0,0,77,754,179,90,0,0,81,0,42,328,891,0,0,0,195,45,42,0,121,0,65,27,0,0,51,0,66,74,26,16,57,0,100,0,218,45,249,264,221,0
