OTU_ID,101687,101790,101792,101802,101834,101848,101857,101858,101896,101906,101979,102005,102896,102920,102942,102951,102958,102971,102979,103033,103041,103068,103075,103080,103148,103183,103187,103218,103227,103257,103263,103265,103271,103272,103274,103290,103302,103304,103307,103872,103877,103878
Otu000002,10,0,9,0,0,0,0,0,22,22,31,19,0,51,53,88,0,66,0,0,0,4002,202,198,4160,0,14,3354,3873,268,22,2667,8441,946,13,1580,22,641,433,216,975,9
Otu000004,0,0,0,29,0,0,0,16,0,251,0,0,0,0,0,0,31,14,0,0,0,0,37,0,0,10,0,7,0,0,0,0,0,17,0,0,0,13,0,0,0,0
Otu000005,67204,7840,11175,6953,0,9193,612,0,980,5937,99,0,695,47,0,0,19349,101,0,0,11,12,115805,13,230,0,8,0,0,0,8,53,0,35890,0,32,0,32228,14492,39658,0,27
Otu000011,0,195,100,118,15,143,0,0,0,0,153,37,140,0,0,0,252,0,0,0,0,25,276,0,647,36,14229,0,0,110,0,0,0,0,0,46,0,0,134,138,0,0
Otu000012,0,0,0,0,0,0,59,6,500,1135,370,152,30,676,12934,1816,37,936,0,580,26,104,12,17,91,0,0,62,101,6,0,54,99,17,0,36,0,27,0,0,36,0
Otu000015,0,23,0,5,0,0,0,0,164,0,0,0,0,8,0,0,65,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,10,0,0
Otu000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Otu000018,15,190,23,173,0,81,0,0,0,0,0,0,64,0,0,0,218,0,0,0,0,0,266,0,12,0,75,0,0,19,0,12,6,22,0,15,16,0,17,12,0,0
Otu000021,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000022,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Otu000023,3,5,0,9,0,727,4,522,17,5,400,38,0,0,0,0,0,202,21,36,53,0,0,147,26,98,0,0,0,0,10,41,0,0,12,63,12,0,22,0,31,35
Otu000026,0,0,0,0,0,0,12,0,141,124,59,105,0,309,8734,554,24,429,0,231,11,197,0,11,229,0,0,119,118,0,0,38,146,29,0,27,0,26,12,13,55,0
Otu000027,0,0,0,0,0,0,21,0,339,228,125,110,12,359,8782,751,31,300,0,168,29,224,51,0,91,0,0,0,0,0,0,22,89,0,0,21,0,0,14,0,27,0
Otu000030,63,49,32,85,0,67,0,0,28,33,0,0,14,0,0,0,87,0,0,0,0,0,45,0,0,0,0,0,0,0,58,0,0,0,0,0,0,29,0,0,0,0
