OTU_ID,101774,101860,101905,101922,101938,101956,103137,103151,103336
Otu000002,0,0,0,0,0,29,4117,40,564
Otu000004,0,0,56,19,0,61,0,0,0
Otu000005,93,248,26474,8008,2336,209,0,20496,3192
Otu000011,0,0,123,64,0,0,0,118,0
Otu000012,0,47,65,0,42,492,130,0,19
Otu000015,0,0,0,0,0,0,2,0,0
Otu000017,0,0,39,0,3,12,0,26,0
Otu000018,0,12,31,16,0,0,0,21,7
Otu000023,0,0,6,0,0,0,0,0,0
Otu000026,0,0,0,0,20,220,218,0,12
Otu000027,0,9,17,6,9,227,32,11,0
Otu000029,0,0,0,0,0,9,0,0,0
Otu000030,0,0,68,0,0,23,0,0,0
Otu000031,0,0,35,14,0,18,0,30,0
Otu000034,0,17,133,0,42,43,0,101,54
Otu000035,0,0,14,0,0,0,0,0,0
Otu000039,0,0,30,0,0,0,0,0,0
Otu000040,0,0,77,35,0,0,0,72,43
Otu000042,0,0,0,0,0,3,0,0,0
Otu000044,0,0,1455,578,0,6196,74147,899,0
Otu000048,0,0,0,0,0,0,53,0,0
Otu000055,0,0,20,0,0,0,0,15,0
Otu000056,0,0,10,0,0,0,0,0,0
Otu000057,0,0,25,0,0,25,0,0,0
Otu000061,0,0,10,0,0,0,0,0,0
Otu000066,5,0,0,0,0,0,0,0,0
Otu000068,10,43,2663,879,224,41,0,2241,253
Otu000069,0,0,4068,1321,0,32075,7180,3070,0
Otu000071,0,18,0,30,0,0,0,0,0
Otu000072,0,0,1993,800,0,26222,1456,1433,0
Otu000073,0,0,61,0,0,40,0,53,0
Otu000074,28,0,104,37,14,13,15,92,20
Otu000076,0,0,18,9,0,0,0,8,0
Otu000082,0,0,0,0,0,0,99,0,0
Otu000085,0,0,124,71,0,10674,845,109,0
Otu000087,0,0,0,0,0,6,0,0,0
Otu000096,0,0,0,0,0,10,0,0,0
Otu000097,0,0,25,0,0,0,0,0,0
Otu000099,0,0,27,0,0,12,0,0,0
Otu000103,0,0,677,227,44,0,0,562,89
Otu000105,0,0,843,353,21,0,0,799,27
Otu000110,0,0,22,0,0,0,0,0,0
Otu000111,0,0,21,0,0,0,0,0,0
Otu000112,0,0,0,0,0,28,222,0,0
Otu000116,0,0,0,0,0,102,105,0,0
Otu000118,0,0,0,6,0,0,0,0,0
Otu000123,0,0,13,0,0,0,3,0,0
Otu000125,0,65,3880,1153,350,75,18,2659,519
Otu000127,0,0,32,0,0,0,4,0,15
Otu000129,41115,53733,369,139,12319,0,0,248,7495
Otu000139,0,0,6,0,0,0,0,0,0
Otu000144,0,0,7,4,0,0,0,0,0
Otu000145,0,0,0,0,0,355,56,0,0
Otu000153,0,0,0,0,0,23,0,0,0
Otu000159,847,1519,43,37,438,90,0,26,207
Otu000160,3,0,0,11,8,0,0,0,4
Otu000163,0,16,32,0,0,0,0,65,0
Otu000171,0,0,238,94,0,6257,2351,150,0
Otu000175,0,0,0,0,4,0,0,0,0
Otu000183,0,0,682,208,0,0,0,526,0
Otu000188,0,0,44,23,0,0,0,53,0
Otu000190,0,0,0,0,0,35,0,0,0
Otu000193,0,0,0,0,0,15,0,0,0
Otu000202,1948,1789,16058,5220,4366,19,40,11307,5001
Otu000203,8,7,0,0,0,0,0,0,0
Otu000204,26,0,0,0,0,0,0,0,32
Otu000207,0,0,772,302,0,17431,696,568,0
Otu000211,0,0,16,0,0,0,0,0,0
Otu000213,15,17,10,0,0,0,0,0,5
Otu000220,767,936,1023,374,416,0,0,814,233
Otu000221,0,0,0,0,0,67,15,0,0
Otu000223,0,0,7,0,0,0,0,0,0
Otu000233,0,0,0,0,0,0,161,0,0
Otu000234,0,12,0,0,0,0,0,0,0
Otu000236,0,0,0,0,0,0,65,0,0
Otu000240,0,0,3115,949,0,0,0,2162,0
Otu000244,133,71,26063,11073,238,18,0,24089,1450
Otu000245,0,0,0,0,0,20,21,0,0
Otu000246,0,0,15,0,0,0,0,0,0
Otu000247,0,0,16,0,0,0,7,17,0
Otu000248,0,0,27,0,0,0,0,14,0
Otu000251,0,0,74,0,0,0,0,0,0
Otu000254,0,19,0,0,35,0,0,0,80
Otu000255,0,0,274,86,0,9042,3130,160,0
Otu000258,0,0,41,10,0,0,0,21,0
Otu000262,5,38,37,9,24,0,0,28,6
Otu000268,0,0,15,0,0,0,0,0,0
Otu000269,0,0,99,0,0,3599,956,59,0
Otu000270,0,32,0,0,30,38,0,0,0
Otu000277,10,49,1669,313,26,0,0,517,24
Otu000283,0,0,0,25,0,0,0,0,0
Otu000286,0,9,17,0,0,0,0,0,0
Otu000288,0,0,8,5,0,0,0,0,0
Otu000293,0,0,56,32,0,0,0,43,0
Otu000296,0,0,211,128,0,7643,1368,109,0
Otu000298,0,0,63,0,0,3487,105,0,0
Otu000303,0,0,0,0,0,0,81,0,0
Otu000309,0,0,0,0,0,0,20,0,0
Otu000314,0,0,219,67,0,2495,163,152,0
Otu000315,0,9,1956,739,15,0,0,1730,18
Otu000316,0,0,0,0,0,50,0,0,0
Otu000319,0,0,50,0,0,0,0,0,0
Otu000321,0,0,0,0,0,232,0,0,0
Otu000328,0,0,0,0,11,0,0,0,0
Otu000329,0,0,56,7,0,0,0,21,0
Otu000336,0,0,37,24,0,0,0,42,0
Otu000339,0,0,0,0,12,0,0,0,10
Otu000340,0,0,127,45,0,943,103,90,0
Otu000343,0,0,0,0,0,7,0,0,0
Otu000346,6,21,0,0,0,0,0,0,0
Otu000349,0,7,0,0,0,0,0,0,0
Otu000350,0,6,0,0,0,0,0,3,0
Otu000354,4,22,50,16,19,0,0,34,0
Otu000355,0,0,0,0,0,20,24,0,0
Otu000356,1027,1373,39,25,8399,12,0,33,22977
Otu000359,6641,12485,360,143,3251,0,21,216,1544
Otu000363,0,0,0,0,0,13,70,0,0
Otu000366,0,0,3,0,0,0,0,0,0
Otu000375,0,0,17,0,0,0,0,0,0
