Otu000376,0,0,0,0,0,0,22,0,0
Otu000382,0,0,0,0,0,0,51,0,0
Otu000384,0,24,1230,377,205,0,0,969,370
Otu000390,0,0,0,0,0,0,17,0,0
Otu000392,0,0,193,78,0,4178,1217,128,0
Otu000393,0,0,50,26,8,0,0,37,8
Otu000394,0,0,0,4,0,0,0,0,0
Otu000398,0,0,0,0,0,14,113,0,0
Otu000404,0,0,85,37,0,681,0,55,0
Otu000405,0,0,0,0,0,0,0,2,0
Otu000409,0,0,145,71,0,4018,2077,119,0
Otu000410,14,5,8,0,3,0,0,3,0
Otu000413,0,5,0,5,0,17,0,0,0
Otu000414,0,0,0,0,0,19,0,0,0
Otu000415,0,0,27,0,5,0,0,0,6
Otu000416,0,0,3,4,0,0,0,0,0
Otu000419,0,0,665,220,0,0,0,477,0
Otu000425,0,0,14684,5576,0,0,0,11913,0
Otu000427,0,0,13,0,0,0,0,0,0
Otu000430,0,0,0,0,0,0,0,0,6
Otu000438,0,0,0,0,0,11,0,0,0
Otu000440,0,0,24,0,0,0,0,0,0
Otu000445,0,0,70,0,0,10478,434,76,0
Otu000450,1474,1531,4882,1648,3748,0,0,3854,4407
Otu000451,0,0,0,0,0,0,0,0,8
Otu000454,0,0,6,0,0,0,0,0,0
Otu000460,0,0,7,0,0,0,0,0,0
Otu000465,0,0,0,0,0,0,28,0,0
Otu000466,0,19,260,39,6,0,0,109,13
Otu000470,0,0,33,0,0,0,0,0,0
Otu000472,0,0,205,69,0,4495,1642,112,0
Otu000474,0,0,0,0,0,0,38,0,0
Otu000486,0,0,0,0,0,12,0,18,0
Otu000513,70,132,53,0,26,0,0,64,29
Otu000518,0,0,0,0,0,21,29,0,0
Otu000520,50,84,111,72,25,0,0,116,48
Otu000522,0,0,0,0,0,0,4,0,0
Otu000524,0,0,26,13,0,0,0,25,0
Otu000526,0,0,33,0,0,0,0,40,0
Otu000529,0,0,36,0,0,0,0,0,0
Otu000535,50,69,0,0,480,0,0,0,377
Otu000541,0,0,19,0,0,0,0,0,0
Otu000542,0,0,3,0,0,0,0,0,0
Otu000544,0,0,0,0,8,0,0,0,14
Otu000548,0,0,0,0,0,0,23,0,0
Otu000551,0,0,149,60,0,2183,920,116,0
Otu000556,0,0,0,0,0,0,11,0,0
Otu000562,0,0,28,0,0,0,0,0,0
Otu000568,10,18,1076,385,83,34,0,676,207
Otu000570,0,0,21,13,0,0,0,0,0
Otu000574,0,0,0,0,0,0,5,0,0
Otu000580,0,0,0,0,0,0,0,59,0
Otu000582,0,0,151,75,0,4051,1159,50,0
Otu000585,15,20,0,0,0,0,0,0,0
Otu000591,0,0,0,0,0,0,29,0,0
Otu000595,0,8,21,10,0,0,0,0,7
Otu000598,0,0,0,0,0,48,92,0,0
Otu000601,0,0,0,0,0,0,17,0,0
Otu000602,0,10,11,0,0,0,0,8,0
Otu000603,0,6,0,0,0,0,0,17,0
Otu000606,0,0,0,0,14,0,0,0,0
Otu000611,130,130,118,0,197,0,0,91,234
Otu000616,0,0,0,0,0,5,0,0,0
Otu000618,0,0,29,15,0,0,0,0,0
Otu000623,0,0,36,0,0,0,0,0,0
Otu000629,0,12,271,113,14,0,0,190,18
Otu000633,0,0,54,18,0,1477,33,22,0
Otu000637,0,0,13,0,0,0,0,0,0
Otu000650,0,0,8,0,0,0,0,0,0
Otu000652,0,0,0,0,4,0,0,0,0
Otu000660,0,0,15,0,0,0,0,0,0
Otu000667,0,0,30,0,0,0,0,0,0
Otu000671,0,0,86,35,0,2340,1073,55,0
Otu000676,0,0,22,0,0,0,0,0,0
Otu000683,6154,6039,124,69,3044,0,0,134,2134
Otu000687,0,0,71,20,0,4095,372,48,0
Otu000689,0,0,13,12,0,0,0,19,0
Otu000691,0,0,101,0,0,94,0,0,0
Otu000693,18,21,1137,354,51,15,0,901,141
Otu000696,0,0,27,0,0,0,0,0,0
Otu000702,0,0,3458,1438,0,285,0,3218,7
Otu000704,0,0,103,36,0,3558,1496,59,0
Otu000705,25,55,0,0,38,0,0,0,37
Otu000709,0,0,32,24,0,6,20,22,0
Otu000711,29,72,69,0,341,29,0,0,238
Otu000715,0,0,0,6,0,0,0,0,0
Otu000717,0,8,0,0,0,0,0,0,0
Otu000720,0,0,0,0,0,0,9,0,0
Otu000723,12,28,350,53,4,0,0,78,3
Otu000726,0,0,0,0,0,27,0,0,0
Otu000733,0,0,66,25,0,0,0,64,0
Otu000735,0,18,7,4,0,0,0,2,3
Otu000736,250,445,0,0,198,0,0,0,76
Otu000738,0,34,0,0,0,0,0,0,0
Otu000741,0,0,0,0,0,79,0,0,0
Otu000753,0,0,0,0,0,0,20,0,0
Otu000766,0,0,27,0,0,0,0,0,0
Otu000776,0,3,0,0,0,0,0,0,0
Otu000779,0,0,29,14,0,3616,1807,27,0
Otu000782,0,0,94,56,0,0,0,95,0
Otu000783,0,0,0,0,31,0,0,0,92
Otu000788,0,0,2185,960,19,155,81,1700,0
Otu000792,0,0,0,0,0,17,0,0,0
Otu000798,0,0,150,45,0,403,62,97,0
Otu000816,0,0,0,0,5,0,0,0,0
Otu000817,50,38,192,98,7,0,0,123,11
Otu000818,117,99,9244,3082,374,39,0,6717,587
Otu000824,0,0,19,13,0,5396,1571,11,0
Otu000825,29,27,0,0,0,0,0,0,37
Otu000830,0,0,80,0,0,2942,297,38,0
Otu000832,0,0,44,0,0,0,0,0,0
Otu000855,0,0,0,0,0,57,0,0,0
Otu000863,0,0,147,78,0,0,0,118,0
Otu000867,0,0,7,0,0,0,0,0,0
Otu000871,4,5,0,0,0,0,0,0,0
Otu000873,0,0,0,0,0,25,0,0,0
Otu000878,0,0,0,8,0,0,0,0,0
Otu000881,0,0,0,0,0,0,20,0,0
Otu000888,1761,1569,5814,2129,1142,0,0,4294,1607
Otu000890,0,0,54,7,0,1471,489,52,0
Otu000899,2,0,0,0,0,0,0,0,0
Otu000922,0,0,102,27,0,953,169,56,0
Otu000924,0,0,0,0,0,39,0,0,0
Otu000928,0,0,47,22,0,916,425,35,0
Otu000930,0,0,242,0,0,0,0,280,0
Otu000931,0,0,29,0,0,1529,795,16,0
Otu000933,0,0,0,0,0,0,38,0,0
Otu000937,0,0,56,17,0,1452,18,16,0
Otu000951,0,0,34,0,0,0,0,41,34
Otu000952,0,0,0,0,29,0,0,0,31
Otu000955,45,28,0,0,0,0,0,0,0
Otu000960,0,0,0,0,0,0,10,0,0
Otu000972,0,0,31,0,0,8,0,0,0
Otu000983,0,0,0,0,0,0,11,0,0
Otu000989,0,0,6,0,0,6,0,0,0
Otu000998,0,17,164,65,0,0,0,121,0
Otu001000,0,0,0,0,0,27,17,0,0
Otu001017,0,0,97,29,0,1792,424,59,0
Otu001019,0,0,0,0,0,25,0,0,0
Otu001023,0,0,0,0,0,1201,519,0,0
Otu001024,0,0,0,0,0,0,12,0,0
Otu001027,0,0,16,0,0,0,0,14,0
Otu001032,0,0,3909,1586,160,0,0,3500,1077
Otu001042,0,0,0,0,0,0,5,0,0
Otu001043,4,2,4,4,0,0,0,7,0
Otu001051,0,0,0,0,0,15,0,0,0
Otu001059,0,132,0,0,0,0,0,0,0
Otu001065,0,0,15,9,0,2278,1008,6,0
Otu001074,0,0,27,0,0,0,0,11,0
Otu001077,0,0,17,0,0,16,0,0,0
Otu001093,0,0,0,0,0,1668,74,17,0
Otu001099,0,0,0,0,0,4,0,0,0
Otu001107,45,19,6543,2087,19,0,0,4546,50
Otu001109,0,0,0,0,0,0,55,0,0
Otu001111,114,201,95,52,103,0,0,81,132
Otu001114,0,0,0,0,0,20,0,0,0
Otu001115,0,0,0,0,0,25,0,0,0
Otu001121,0,0,32,11,0,0,0,47,0
Otu001147,0,0,0,0,0,16,15,0,0
Otu001149,0,0,15,0,0,3172,1571,8,0
Otu001150,0,0,35,16,0,3519,888,45,0
Otu001154,0,0,15,0,0,1886,62,9,0
Otu001156,0,0,210,65,0,1300,2387,167,0
Otu001163,0,0,0,0,0,0,0,0,8
Otu001166,0,0,0,0,0,0,45,0,0
Otu001189,0,0,33,19,0,0,0,11,0
Otu001204,0,0,30,15,7,0,0,32,0
Otu001224,0,0,0,0,0,315,0,0,0
Otu001225,0,0,1032,349,0,0,0,691,0
Otu001228,0,0,0,0,0,0,0,4,0
Otu001230,0,47,91,0,0,0,0,0,0
Otu001233,0,0,0,0,7,0,0,0,0
Otu001234,0,0,0,0,0,0,6,0,0
Otu001248,0,0,0,0,0,19,0,0,0
Otu001249,0,0,0,0,0,0,9,0,0
Otu001250,0,0,377,156,0,0,0,327,0
Otu001256,0,0,26,21,0,0,0,19,0
Otu001268,0,0,65,0,0,0,0,0,0
Otu001286,57,30,547,219,32,0,0,385,18
Otu001288,0,0,29,0,8,0,0,27,10
Otu001291,0,0,0,0,0,0,0,19,0
Otu001298,0,0,123,42,0,1597,1741,74,0
Otu001313,0,0,4,0,0,0,0,0,0
Otu001330,4,0,0,0,0,0,0,0,0
Otu001337,0,3,364,44,0,0,0,102,0
Otu001343,0,0,303,109,0,3864,904,277,0
Otu001358,0,0,618,208,0,0,0,417,0
Otu001359,0,0,0,0,0,14,0,0,0
Otu001364,41,49,7,0,465,0,0,0,2179
Otu001370,0,0,13,0,0,0,0,0,0
Otu001375,0,17,248,48,0,0,0,71,0
Otu001379,0,0,0,0,0,0,47,0,0
Otu001408,0,0,7,0,23,0,0,0,0
Otu001461,0,0,0,0,0,0,0,13,0
Otu001467,0,0,0,0,0,13,0,0,0
Otu001478,0,0,14,0,0,0,0,0,0
Otu001479,0,0,0,0,0,0,10,0,0
Otu001495,0,0,71,0,0,0,55,53,0
Otu001504,0,0,0,0,0,10,0,0,0
Otu001532,0,0,0,0,0,14,0,0,0
Otu001536,1378,2363,20,0,781,0,0,0,1063
Otu001537,0,0,1707,686,20,18,0,1461,39
Otu001549,0,0,0,0,0,32,0,0,0
Otu001551,0,0,0,0,0,0,0,9,0
Otu001588,0,0,0,0,0,0,0,4,0
Otu001607,0,0,61,47,0,2495,0,0,0
Otu001608,0,0,0,0,0,1780,361,0,0
Otu001610,0,0,0,0,0,0,0,18,0
Otu001619,0,0,47,5,12,0,0,15,0
Otu001630,0,0,36,0,0,0,0,0,0
Otu001644,0,0,59,0,0,0,0,83,0
Otu001648,4277,5748,199,71,1078,0,0,95,577
Otu001654,0,8,318,34,0,0,0,79,0
Otu001655,95,89,13,0,56,0,0,0,42
Otu001661,0,0,473,120,0,0,0,233,0
Otu001663,0,0,0,0,0,5336,628,0,0
Otu001675,0,0,31,0,0,0,0,0,0
Otu001684,0,0,0,0,0,4,0,0,0
Otu001689,0,0,0,0,0,98,227,0,0
Otu001696,0,0,0,0,0,306,203,0,0
Otu001700,0,0,0,0,0,30,51,0,0
Otu001704,0,0,0,0,0,444,31,0,0
Otu001708,0,0,11,0,0,0,0,0,0
Otu001712,0,0,106,29,0,390,136,81,0
Otu001716,0,0,13,0,0,0,0,0,0
Otu001717,0,0,47,10,0,722,135,27,0
Otu001736,0,0,0,0,0,0,0,0,25
Otu001738,0,0,9,0,0,0,0,0,0
Otu001740,0,24,394,122,0,8,0,305,0
Otu001745,0,0,0,0,0,0,7,0,0
Otu001754,0,0,0,0,0,0,0,8,0
Otu001765,0,11,0,0,5,0,0,0,5
Otu001780,0,0,0,0,0,0,0,0,4
Otu001782,0,0,0,0,0,82,0,0,0
Otu001784,0,0,1164,461,0,0,0,973,0
Otu001789,160,27,4354,1624,14,8,0,3471,39
Otu001790,0,0,0,0,0,4,0,0,0
Otu001792,0,0,161,44,0,0,0,113,0
Otu001800,5,0,0,0,0,0,0,0,0
Otu001802,2003,1710,22,0,2733,0,0,0,2548
Otu001806,0,0,74,22,0,0,0,47,0
Otu001819,0,0,37,0,0,0,0,0,0
Otu001823,0,0,19,0,0,0,0,0,0
Otu001827,0,12,0,0,0,0,0,12,0
Otu001828,0,0,17,0,0,0,0,0,0
Otu001829,0,0,0,0,4,0,0,0,9
Otu001839,158,300,134,70,1930,25,0,150,2939
Otu001843,0,0,5,0,0,0,0,0,0
Otu001844,0,0,0,0,0,0,0,5,0
Otu001848,0,0,18,0,0,0,0,22,0
Otu001853,0,0,0,0,0,8,0,0,0
Otu001877,0,0,59,25,0,1400,575,45,0
Otu001884,3467,2588,1091,392,714,0,0,857,654
Otu001885,0,0,24,6,0,1284,68,16,0
Otu001894,0,0,24,0,0,0,0,0,0
Otu001900,0,0,0,3,0,0,0,0,0
Otu001909,0,0,0,0,0,0,42,0,0
Otu001916,159,323,258,95,102,0,0,274,38
Otu001921,0,0,0,0,0,0,19,0,0
Otu001934,0,0,0,6,0,1103,0,10,0
Otu001935,0,0,0,0,0,10,55,0,0
Otu001939,0,0,27,0,0,1940,129,23,0
Otu001968,13,0,0,0,0,0,0,0,0
Otu001973,0,0,0,0,0,25,0,0,0
Otu001984,0,0,0,0,0,2224,905,0,0
Otu002001,0,0,0,0,0,20,0,0,0
Otu002007,12,0,82,0,0,0,0,54,14
Otu002012,29,16,676,240,57,60,0,460,76
Otu002013,0,0,0,0,0,0,28,0,0
Otu002015,0,0,18,8,0,0,0,23,0
Otu002024,0,0,83,0,0,0,0,50,0
Otu002026,0,0,17,0,0,1727,17,5,0
Otu002045,0,0,0,0,0,0,76,0,0
Otu002048,0,0,0,6,0,0,0,10,0
Otu002056,0,0,0,0,0,0,0,4,0
Otu002067,0,0,52,22,0,0,0,43,0
Otu002073,0,0,0,0,0,144,27,0,0
Otu002080,0,0,7,0,0,0,0,0,0
Otu002089,0,0,0,0,0,0,17,0,0
Otu002101,0,9,188,30,0,0,0,37,0
Otu002104,12,0,892,252,0,0,0,618,14
Otu002106,0,0,15,0,0,0,0,0,0
Otu002116,0,0,0,0,0,6,0,0,0
Otu002120,132,343,48,18,2647,0,0,39,4251
Otu002136,0,0,0,0,5,0,0,0,0
Otu002141,17,6,22,11,0,0,0,22,0
Otu002144,0,0,131,61,0,0,0,91,0
Otu002145,0,0,0,0,0,0,0,13,0
Otu002148,0,0,0,0,0,0,0,6,0
Otu002150,29,68,213,49,0,0,0,128,21
Otu002153,0,0,28,11,0,0,0,42,0
Otu002157,34,53,0,0,44,0,0,0,32
Otu002172,0,0,156,49,0,2025,8699,87,0
Otu002177,0,0,0,0,0,3,0,0,0
Otu002195,0,0,32,0,0,0,0,0,0
Otu002203,0,0,0,0,0,819,487,11,0
Otu002210,0,0,0,0,0,0,22,0,0
Otu002212,0,0,0,0,0,23,0,0,0
Otu002229,0,0,9,0,0,0,0,5,0
Otu002232,244,438,37,0,1875,0,0,0,5142
Otu002236,0,13,78,16,0,0,0,30,0
Otu002238,0,0,151,43,0,409,33,104,0
Otu002239,0,0,0,0,0,0,9,0,0
Otu002251,0,0,27,14,0,316,1970,14,0
Otu002256,217,318,23,0,344,0,0,0,382
Otu002275,0,0,21,16,7,0,0,24,0
Otu002278,0,8,0,0,0,0,0,0,0
Otu002284,0,0,0,17,0,0,0,0,0
Otu002286,80,23,849,393,54,0,0,562,14
Otu002293,0,0,0,0,0,33,0,0,0
Otu002304,45,28,18,0,18,0,0,11,25
Otu002311,0,0,0,0,0,1288,458,0,0
Otu002317,0,0,33,0,0,0,0,0,0
Otu002339,0,0,0,0,0,28,0,0,0
Otu002341,0,0,102,31,0,0,0,54,0
Otu002342,36,0,31,0,0,0,0,29,17
Otu002344,0,0,0,0,0,37,21,0,0
Otu002364,829,1142,237,102,1623,0,0,187,2143
Otu002371,0,9,83,23,0,0,0,46,0
Otu002375,0,0,13,0,0,0,0,0,0
Otu002377,0,0,38,0,0,0,0,0,0
Otu002381,0,0,0,0,16,0,0,0,0
Otu002398,0,0,190,22,0,0,0,72,0
Otu002409,0,4,21,13,15,9,0,20,10
Otu002423,0,0,152,22,0,0,0,51,0
Otu002431,0,15,132,34,0,0,0,64,0
Otu002435,27,23,0,0,0,0,0,0,0
Otu002461,0,0,42,0,0,0,0,0,0
Otu002473,3,14,0,0,0,0,0,0,0
Otu002476,0,0,0,0,0,639,0,0,0
Otu002479,0,0,0,0,0,0,0,7,0
Otu002485,28,31,908,316,8,0,0,738,0
Otu002498,0,0,20,0,0,0,0,12,0
Otu002511,0,0,0,2,0,0,0,0,0
Otu002514,0,0,6,0,0,888,0,0,0
Otu002515,0,0,22,0,0,985,244,0,0
Otu002530,0,0,0,0,0,8,0,0,0
Otu002533,0,0,59,36,0,0,0,46,0
Otu002536,0,0,0,0,0,1399,251,0,0
Otu002553,0,0,0,0,0,194,0,0,0
Otu002556,0,0,0,0,0,5,0,0,0
Otu002557,0,0,139,46,0,0,0,55,0
Otu002559,0,0,900,344,0,97,83,708,0
Otu002571,0,0,0,0,0,0,0,0,3
Otu002580,0,0,0,10,0,2179,462,0,0
Otu002594,0,0,0,17,0,671,59,26,0
Otu002595,0,0,0,0,0,0,0,6,6
Otu002615,0,0,8,0,0,0,0,5,0
Otu002618,11,17,0,0,0,0,0,0,0
Otu002619,36,43,0,0,33,0,0,0,30
Otu002628,0,0,0,0,0,16,70,0,0
Otu002638,0,0,0,0,0,7,4,0,0
Otu002641,9,0,15,0,4,0,0,12,0
Otu002642,0,0,21,9,0,572,30,10,0
Otu002646,0,0,4,0,0,0,0,0,0
Otu002650,0,0,0,0,0,0,26,0,0
Otu002662,0,0,110,35,0,0,0,94,0
Otu002664,0,0,0,0,0,118,82,0,0
Otu002675,263,326,109,45,677,0,0,87,2113
Otu002678,0,43,0,0,20,0,0,0,0
Otu002692,2,0,0,0,0,0,0,0,0
Otu002698,843,1201,219,85,1493,0,0,180,1939
Otu002704,0,0,0,0,0,16,9,0,0
Otu002708,0,0,14,14,0,0,0,0,0
Otu002710,0,0,9,0,0,0,0,0,0
Otu002715,0,0,0,0,0,0,58,0,0
Otu002723,0,0,0,0,0,8,0,0,0
Otu002729,0,0,0,0,0,0,0,22,0
Otu002736,0,0,14,0,0,511,241,0,0
Otu002745,0,0,0,0,0,0,8,0,0
Otu002755,0,0,0,0,0,140,0,0,0
Otu002767,194,237,349,114,719,0,0,261,771
Otu002776,0,0,135,26,0,0,0,49,0
Otu002782,0,0,110,18,0,0,0,72,0
Otu002799,0,0,0,0,0,0,76,0,0
Otu002813,0,0,23,0,0,0,0,28,0
Otu002823,802,395,0,0,793,0,0,0,2554
Otu002842,0,0,58,19,11,0,0,44,23
Otu002887,0,0,0,0,0,17,0,0,0
Otu002890,0,20,0,0,0,0,0,0,0
Otu002906,0,0,17,0,0,268,159,0,0
Otu002926,0,0,0,0,0,0,0,18,0
Otu002930,0,0,38,6,0,260,1022,25,0
Otu002932,0,0,0,0,0,9,0,0,0
Otu002939,2,0,58,18,0,0,0,18,0
Otu002948,0,0,9,0,0,0,0,0,0
Otu002960,0,0,32,0,0,843,62,0,0
Otu002964,0,0,90,21,0,0,0,47,0
Otu002975,0,0,736,238,0,0,0,508,0
Otu002989,512,880,493,222,1144,0,0,388,1228
Otu002992,0,0,54,26,0,0,0,39,0
Otu003016,0,0,38,0,0,0,0,0,0
Otu003024,0,0,0,0,0,0,0,21,0
Otu003030,20,0,0,0,0,0,0,0,16
Otu003062,0,0,9,0,0,0,0,0,0
Otu003071,30,24,46,37,27,0,0,26,20
Otu003083,0,0,7,0,10,0,0,0,0
Otu003089,0,0,0,0,0,0,0,3,0
Otu003099,0,34,58,25,32,14,0,31,20
Otu003100,0,0,6,0,0,0,0,9,0
Otu003110,0,0,58,0,0,0,0,0,0
Otu003113,0,0,59,0,0,0,0,82,0
Otu003114,0,0,0,0,0,0,5,0,0
Otu003118,0,0,0,0,14,0,0,0,0
Otu003143,0,0,0,0,0,19,0,0,0
Otu003156,0,0,0,0,0,777,177,0,0
Otu003178,0,0,0,0,0,0,0,6,0
Otu003187,0,0,29,0,0,810,35,17,0
Otu003190,51,106,1591,530,137,0,0,1260,177
Otu003208,0,0,0,0,6,0,0,0,0
Otu003222,0,0,9,1,0,0,0,5,0
Otu003225,0,0,148,17,0,0,0,48,0
Otu003245,0,2,124,25,0,0,0,33,0
Otu003283,0,0,0,0,0,0,47,0,0
Otu003287,0,0,6,0,0,0,0,0,0
Otu003310,0,0,62,8,0,0,0,16,0
Otu003312,29,6,1174,455,47,0,0,937,407
Otu003356,0,0,19,0,0,0,0,22,0
Otu003358,35,7,949,357,0,0,0,782,8
Otu003360,0,0,41,0,0,0,0,16,0
Otu003367,0,0,0,0,0,184,37,0,0
Otu003372,0,0,86,32,0,0,0,47,0
Otu003379,0,0,12,0,0,0,0,12,0
Otu003380,0,0,6,0,0,0,0,6,0
Otu003386,0,0,105,41,0,0,12,82,0
Otu003389,0,0,0,0,0,7,0,4,0
Otu003395,0,0,0,22,0,0,0,16,0
Otu003401,0,0,0,0,0,0,11,0,0
Otu003418,0,0,10,10,6,0,0,11,0
Otu003450,0,0,0,0,0,0,0,0,10
Otu003456,0,0,11,0,0,126,0,0,0
Otu003458,0,0,0,0,0,249,157,0,0
Otu003466,0,0,0,0,0,17,0,0,0
Otu003467,0,0,0,0,0,2,4,0,0
Otu003471,0,0,0,0,0,6,0,0,0
Otu003476,0,0,8,0,0,686,0,6,0
Otu003492,0,0,0,0,0,0,6,0,0
Otu003496,0,0,0,0,0,0,75,0,0
Otu003504,0,0,15,0,0,0,0,17,0
Otu003507,0,0,0,0,0,20,0,0,0
Otu003508,118,179,550,226,141,0,0,498,148
Otu003511,0,0,34,0,0,0,0,29,0
Otu003525,0,3,0,0,0,0,0,0,0
Otu003529,0,0,110,23,0,0,0,37,0
Otu003535,0,0,0,0,0,491,0,0,0
Otu003541,0,0,0,0,2,0,0,0,7
Otu003542,0,0,0,84,0,0,0,67,0
Otu003559,0,0,0,0,0,31,5,0,0
Otu003574,28,27,46,15,11,0,0,32,0
Otu003580,0,0,0,0,0,889,128,0,0
Otu003601,0,0,0,0,0,0,0,7,0
Otu003604,0,0,0,0,0,0,0,6,0
Otu003609,892,1747,258,85,762,0,0,181,869
Otu003616,88,92,25,0,48,0,0,18,35
