Otu000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Otu000087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Otu000089,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000094,43,0,0,0,0,0,0,57,0,71,0,0,0,0,0,966,0,0,274,76,25,24,115,82,0,98,86,0,0,89,0,0,291,0,0,58,0,0
Otu000095,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000100,9,0,0,0,0,0,0,45,525,0,0,0,0,0,0,0,0,63,242,256,0,0,0,0,80623,0,0,0,0,113170,0,0,7,0,0,0,0,0
Otu000103,0,0,245,32,0,0,177,0,0,164,486,6118,0,51,0,0,0,0,0,0,9231,0,0,77,0,0,0,221,0,0,0,0,0,0,0,0,0,0
Otu000105,0,458,674,61,0,0,2824,0,0,402,1953,852,0,285,0,0,0,0,0,0,518,0,0,1188,0,0,0,827,0,0,0,1276,0,0,0,0,0,0
Otu000106,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
Otu000108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Otu000110,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000111,15,0,0,130,25,25,64,37,15,516,25,0,0,201,0,0,0,28,39,48,0,0,14,153,60,392,0,27,20,0,0,0,0,8,29,154,1485,58
Otu000112,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000118,0,8,9,35,2750,0,26,0,8,52,17,6,0,27,0,15,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,83016,0,8,14,0
Otu000120,13,0,0,0,31,0,0,0,0,0,0,0,0,0,0,434,0,0,23,0,0,0,0,0,17,48,0,0,0,0,0,0,0,0,0,0,0,0
Otu000122,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Otu000125,0,1231,271,282,0,21,1056,0,0,140,483,246,0,3636,0,0,0,0,0,0,115,0,0,222,0,0,0,221,0,0,0,208,0,0,0,0,0,0
Otu000127,147,17,29,38,30,638,105,1056,484,241,95,0,0,91,2948,889,0,54,961,1438,25,872,76,521,1600,323,167,95,51,106,0,20,181,0,0,1477,468,688
Otu000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000130,0,0,0,0,0,0,55,0,107,48,0,0,0,0,0,4005,0,0,0,0,0,0,0,87,0,45,0,53,0,0,0,0,711,1508,0,0,0,0
Otu000131,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000135,0,0,0,0,0,0,0,0,0,28,17,0,0,0,0,401,0,0,0,26,90,0,27,44,0,0,166,0,0,0,0,0,128,0,0,429,44,0
Otu000139,0,0,0,0,0,296,0,179,13,75,0,33,0,0,0,0,0,0,21,92,0,571,0,66,49,0,8,0,5,0,0,0,0,0,0,17,0,655
Otu000140,23,0,13,0,0,177,93,269,91,338,0,78,0,40,0,24,0,0,184,246,0,342,18,429,174,24,27,14,0,0,0,0,0,0,0,196,147,872
Otu000141,0,0,79,131,0,0,200,0,0,237,0,42,0,61,0,544,2402,0,50,0,24,0,0,477,0,0,0,0,0,0,0,261,832,0,0,92,0,0
Otu000143,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,3,0,0,0,0,0,0,0,0
Otu000144,0,4,0,27,0,0,6,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000149,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000150,0,0,5,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000151,58,0,42,0,5,0,93,34,0,168,0,25,0,29,0,0,0,47,712,27,27,0,43,224,0,74,15,0,45,70,0,0,152,25,0,58,11,0
Otu000158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Otu000159,0,0,0,4960,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,0,0,0,0,22,22,0,0,0,0,21,0,210,0,0,0,0,0,0
Otu000160,12,28,19,9815,0,95,200,19,1638,442,0,17,0,331,0,413,0,5,408,34,16,0,313,571,2548,9,672,0,0,451,0,9317,48,0,0,2398,103,0
Otu000161,0,0,4,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
Otu000163,48,0,30,0,37,199,126,744,211,444,34,96,0,63,0,19,0,0,410,653,0,129,31,616,1183,45,71,44,32,49,0,0,23,0,0,765,309,552
Otu000166,0,0,29,30,0,0,26,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,45,0,0,0,0,0
Otu000170,0,0,0,0,0,0,42,0,0,76,0,0,0,10,0,169,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,25,21,0,0,0,0
Otu000173,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000175,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Otu000178,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000179,0,0,107,0,0,0,76,83,0,356,0,0,0,0,0,160,0,178,204,123,124,0,0,339,64,0,27,43,9,2,0,17,0,0,0,0,0,0
Otu000183,0,217,341,88,0,46,626,0,0,342,4758,821,0,277,0,443,0,0,167,0,1381,0,149,239,70,0,152,2689,0,82,0,166,1626,0,0,269,0,0
Otu000184,10,0,0,0,0,12,17,18,0,189,0,0,0,15,0,0,0,0,35,16,0,0,0,46,0,598,0,14,21,0,0,0,0,0,0,37,0,46
Otu000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Otu000188,0,0,94,99,0,342,129,364,156,385,81,0,0,55,0,0,0,0,171,317,30,181,34,382,351,82,83,60,0,0,0,0,39,0,0,402,168,647
Otu000190,0,0,10,30,0,0,0,0,0,11,38,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Otu000200,0,0,34,0,0,0,71,0,0,147,0,0,0,0,0,132,0,0,0,0,0,0,0,119,0,63,0,0,0,0,0,0,0,0,0,0,0,0
Otu000201,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000203,32,0,0,50,0,0,105,0,22,209,0,0,0,12,0,203,0,152,71,0,0,0,11,173,9,22,31,0,200,9,0,0,170,0,0,45,0,0
Otu000204,28,0,108,0,0,0,74,0,81,506,84,166,0,0,0,148,0,438,155,0,0,0,66,447,0,0,503,85,174,88,0,103,393,0,0,659,0,0
Otu000208,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000209,0,0,0,0,0,0,0,0,0,49,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000211,0,0,0,0,0,138,24,69,0,34,0,11,0,0,0,0,0,0,20,47,0,117,0,92,18,0,0,0,0,2,0,0,0,0,0,27,6,215
Otu000213,49,0,0,20,47,0,154,25,0,259,0,0,0,40,0,876,3,374,126,27,10,0,18,199,0,35,22,0,357,0,0,0,199,0,0,84,0,0
Otu000214,0,0,0,0,33,0,25,0,0,0,0,0,0,0,0,220,0,0,13,8,0,0,0,19,0,10,0,0,0,0,0,0,0,0,0,0,0,0
Otu000215,59,0,0,0,25,67,61,127,0,125,0,0,0,0,0,143,0,88,179,95,0,0,24,128,72,64,0,0,66,0,0,0,0,0,0,184,94,41
Otu000216,0,0,0,7,0,0,20,0,0,46,0,0,0,14,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000220,11,17,16,3364,0,48,39,0,39,148,0,0,0,16183,0,16,0,0,66,38,13,0,28,166,455,13,67,91,0,80,0,55,7,0,0,167,0,0
Otu000221,0,0,0,0,0,0,0,0,7,56,0,0,235,0,1093,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,3
Otu000223,0,0,11,0,0,0,0,0,0,29,0,49,0,0,0,124,0,9,0,0,54,0,0,0,0,0,0,21,19,0,0,0,93,0,0,0,0,0
Otu000234,0,0,0,345,0,32,0,23,58,52,0,0,0,228,0,69,0,0,74,53,0,0,191,19,240,0,248,0,0,68,0,45,0,0,0,373,0,0
Otu000240,0,0,164,29,0,50,632,0,0,197,51,206,0,252,0,0,0,0,0,0,115,0,0,81,0,0,70,60,0,0,0,0,0,0,0,0,0,0
Otu000246,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000247,12,0,254,442,0,0,134,12,0,274,8,15,0,44,0,23,0,96,44,0,34,0,0,221,0,6,22,15,39,26,0,116,29,0,0,21,0,0
Otu000248,37,0,29,0,0,0,90,0,27,298,0,0,0,40,0,151,0,17,1509,26,25,0,0,170,0,83,29,0,0,583,0,0,6324,38,0,75,0,0
Otu000251,189,0,82,239,0,2469,174,552,123,642,92,100,0,266,0,448,0,68,3402,584,53,0,222,869,155,105,1414,126,74,177,0,0,264,0,0,2933,0,156
Otu000253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000254,25,22,530,17,0,44,76,48,36,1214,349,4307,0,29,0,404,0,0,63,149,12429,0,185,377,564,0,301,220,0,234,0,0,106,0,0,441,0,0
Otu000256,11,0,0,0,0,0,36,0,0,149,0,0,0,0,0,60,15,7,0,0,0,0,0,74,14,15,0,0,0,0,0,0,0,37,0,0,0,0
Otu000257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Otu000258,27,0,0,16,0,270,42,178,120,165,0,10,0,61,0,22,0,0,119,195,12,0,0,117,508,0,0,0,13,55,0,0,18,7,0,109,143,236
Otu000259,0,0,6,0,0,0,0,0,0,24,6,5,0,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,0,0,0,0,800,0,0,0,0
Otu000262,75,0,41,13,0,81,182,199,125,389,59,27,0,110,0,561,0,313,982,311,15,0,75,555,340,452,146,72,58,327,0,0,346,0,0,361,0,11
Otu000263,0,0,0,14,0,6342,0,932,0,37,36,0,0,0,0,66,0,0,26,1064,0,1673,0,32,70,0,0,0,0,0,0,0,77,24,0,0,0,5074
Otu000265,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000268,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000270,0,0,44,0,0,0,0,0,47,149,0,137,332,162,464,374,0,0,176,40,111,352,108,71,0,0,181,0,0,125,0,0,191,0,0,195,0,0
Otu000271,21,0,0,0,0,28,0,177,0,0,0,15,0,0,0,0,0,0,39,86,0,0,0,49,25,0,6,0,0,0,0,0,0,0,0,0,19,162
Otu000274,94,18,51,6,0,166,71,257,94,400,22,22,0,74,0,0,0,4308,6522,38,0,0,963,331,354,82,1172,0,1207,93,0,0,21,0,0,589,26,147
Otu000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0
Otu000276,0,0,60,0,0,0,0,0,0,104,178,0,0,40,0,0,0,0,0,0,49,0,0,0,0,0,0,174,0,0,0,0,119,0,0,0,0,0
Otu000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000283,0,0,0,0,0,0,0,558,0,93,0,0,0,0,0,1754,0,0,0,1090,0,0,0,271,0,411,0,0,0,0,0,0,133,0,0,0,0,0
Otu000286,0,0,0,0,0,0,0,0,6,48,0,11,106,18,322,22,0,0,0,0,0,198,0,0,0,0,0,0,0,51,0,20,0,0,0,11,0,27
Otu000287,0,0,0,0,0,0,9,0,0,8,0,4,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Otu000288,0,13,42,56,0,47,127,43,350,453,114,35,0,86,0,80,0,0,93,60,25,0,28,675,157,0,145,73,0,36,0,0,0,0,0,161,0,0
Otu000290,0,0,0,0,0,83,0,56,0,85,0,0,0,0,0,0,0,0,0,43,0,0,0,74,31,0,0,0,0,0,0,0,0,0,0,0,40,165
Otu000292,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70254,0,0,12,0
Otu000297,10,0,0,0,0,66,8,45,4,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,161
Otu000304,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,98,0,0,0,0,0,0,0,30,0,0,0,0,26,0,0,0,0,0,0,0,0,0
Otu000307,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,14,351,0,0,0,0,47,0,0,0,0,0,143,0,83,915,0,0,51,0,0
Otu000311,0,46,69,57,0,0,112,0,25,295,31,0,0,48,0,129,23,0,85,28,25,0,0,289,0,0,0,0,35,0,0,544,328,21,0,25,0,0
Otu000312,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000315,0,24,24,170,0,16,823,0,118,14,21,96,0,1022,0,17,0,0,0,6,0,0,9,18,318,0,26,46,0,8,0,0,8,0,0,0,0,0
Otu000316,0,0,0,0,0,7,0,0,18,0,0,0,0,0,0,0,0,23,99,0,0,0,0,69,26,0,20,0,0,27,0,0,146,0,0,23,0,0
Otu000319,0,0,0,0,0,153,101,207,62,173,37,0,0,0,0,0,0,0,82,177,0,563,0,140,182,0,0,0,0,0,0,105,0,0,0,142,121,225
Otu000324,0,0,0,0,0,0,14,0,0,95,0,0,0,0,146,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,75,0,0,0,0,0,30
Otu000325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0
Otu000326,0,0,46,0,0,14,109,0,0,230,36,60,0,25,0,425,0,64,145,0,0,0,50,174,0,0,0,0,24,0,0,0,1670,741,0,26,0,0
Otu000328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,77,0,0,0,0,0
Otu000334,0,0,83,0,0,0,159,0,0,229,0,38,0,40,0,39,0,58,31,0,0,0,0,413,0,12,0,0,0,0,0,335,322,0,0,0,0,0
Otu000336,25,54,0,62,21,218,57,406,131,142,0,0,0,45,0,24,0,0,237,264,17,0,44,196,526,63,34,0,48,35,0,0,0,16,0,209,240,160
Otu000337,0,0,14,0,59,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000339,25,0,27,0,0,0,41,0,33,82,16,40,0,74,0,17,5,2008,976,23,22,0,2089,136,125,23,1463,0,38,512,0,36,360,0,0,164,0,0
Otu000341,0,0,76,0,0,0,54,0,0,112,73,37,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Otu000344,0,12,70,0,0,0,82,0,0,416,28,29,0,0,0,0,0,31,0,0,36,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000345,0,0,0,0,0,0,51,0,2,37,0,4,0,0,0,0,0,0,8,0,0,0,0,70,0,0,0,0,0,0,0,0,45,0,0,0,4,0
Otu000346,191,0,0,34,0,99,0,98,69,32,0,0,967,30,8314,135,0,638,4608,196,0,0,1403,0,23,427,896,0,321,34,0,99,184,12,0,471,9155,51
Otu000349,97,0,25,0,0,29,23,97,32,72,0,27,0,0,0,4333,0,155,964,146,33,0,110,88,140,125,46,0,35,35,0,0,143,20,0,107,5,0
Otu000350,0,0,11,0,0,0,22,0,0,62,0,9,0,11,0,0,6,0,0,0,0,0,0,35,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Otu000351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,55,0,0,34,0,0,0,0,0
Otu000354,39,37,78,327,0,64,223,60,128,779,13,8,0,1423,0,601,0,10,358,98,30,0,201,726,1716,13,712,25,0,122,0,91,19,0,0,825,0,0
Otu000371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,117,0,0,0,0,0,0,28,0,0,36,0,0,0,0,0,0,0,0,0
Otu000372,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000373,44,0,0,17,0,2231,0,106,250,102,0,0,0,42,0,425,0,0,534,122,0,106,39,146,345,54,97,0,0,49,0,41,48,0,0,238,4053,93
Otu000375,0,0,0,0,0,0,0,116,53,97,0,0,0,0,0,0,0,0,48,98,0,0,0,77,46,0,0,0,0,0,0,0,0,0,0,81,0,130
Otu000382,0,0,0,65,0,0,0,25,0,0,0,37,0,61,0,0,0,0,136,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000383,0,0,0,0,0,76,0,0,0,38,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,60
Otu000384,0,174,102,70,0,0,81,0,0,0,2601,530,0,119,0,0,0,0,0,0,983,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0
Otu000385,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,719,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951,0,0,0,0,0
Otu000386,0,6,0,67,0,0,0,0,0,39,0,0,0,0,0,0,0,0,34,0,0,0,0,63,0,0,28,0,0,24,0,1673,396,0,0,96,0,0
Otu000388,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000389,0,0,0,0,0,0,10,0,0,18,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000390,0,0,0,0,0,0,0,48,0,69,109,0,0,0,0,627,0,15,100,71,91,0,38,0,83,87,0,117,19,0,0,0,1033,0,0,137,0,33
Otu000391,18,0,0,19,0,57,0,175,0,46,0,0,0,0,0,0,0,0,0,126,0,0,0,77,0,0,0,8,0,0,0,0,17,0,0,51,44,161
Otu000393,0,9,83,0,0,0,32,0,0,166,146,0,0,0,0,46,0,0,0,0,0,0,0,136,0,19,0,152,0,0,0,0,0,0,0,0,0,0
