OTU_ID,101762,101787,101843,101862,101863,101916,101927,101943,102020,102875,102887,102890,102902,102946,103059,103062,103134,103223,103245,103298,103317,103322,104049,104074,104093,104099,104139,104235,104249,104300,104328
Otu000002,0,0,0,0,21,0,12,32,594,11,0,78,599,15,335,2555,8038,1975,174,48409,7329,63833,14,0,21,7,0,41,0,0,34
Otu000004,0,0,0,0,20,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Otu000005,0,0,443,0,19,0,235,0,0,0,205,8,0,0,297,13,0,3,143,13,359,13,15,5,0,0,16,28,13,0,25
Otu000011,0,0,0,0,82,0,14,0,0,0,0,49,0,0,75,0,0,0,0,0,0,0,0,0,0,0,313,0,40,0,0
Otu000012,0,0,0,130,175,182,171,108,2375,94,74,1191,10793,848,11,44,377,66,9,814,164,573,0,0,0,0,0,0,0,0,0
Otu000015,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000017,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000018,0,0,0,0,0,0,0,0,0,0,0,36,0,0,7,0,0,0,0,0,0,0,8,0,0,0,22,0,0,0,0
Otu000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10
Otu000026,0,0,0,21,55,91,31,41,2461,71,18,590,6696,0,9,13,118,81,0,413,140,709,0,0,0,0,0,0,0,0,0
Otu000027,0,73,0,17,36,124,67,79,1289,63,27,248,10058,0,13,16,26,110,11,250,0,343,0,0,0,0,0,0,0,0,0
Otu000031,0,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000034,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000040,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,23,0,0
Otu000044,0,0,0,0,15,0,19,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Otu000045,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,45,29,79,34,0,0,22,0,0
Otu000055,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000057,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000061,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
Otu000068,0,0,33,11,0,0,31,0,0,5,12,0,0,0,30,31,0,15,10,0,0,0,0,0,0,0,0,14,0,0,7
Otu000069,0,0,98,0,0,0,21,0,0,0,0,0,0,0,40,0,0,0,30,0,16,0,0,0,0,0,0,0,0,0,0
Otu000071,0,0,0,5,14,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,24,0,0,20,0,0
Otu000072,0,0,27,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,18
Otu000073,0,0,73,0,288,16,47,0,110,0,129,104,0,76,286,0,0,0,11,98,0,289,138,153,203,62,179,66,169,131,38
Otu000074,0,0,25,0,0,0,11,0,0,0,18,49,0,0,57,25,0,0,10,0,0,56,0,13,27,0,0,0,178,0,0
Otu000075,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000076,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000079,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000081,0,0,0,0,0,0,0,0,0,0,66,22,0,0,99,0,62,0,0,0,0,0,48,0,28,0,0,49,0,0,0
Otu000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
Otu000089,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000094,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,388,0,0,120,0,541,74,658,63,0,0,0,0
Otu000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
Otu000105,0,0,0,0,0,0,0,0,0,0,12,0,0,0,28,0,0,21,0,0,18,0,0,0,0,0,0,0,0,0,0
Otu000106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Otu000111,0,300,20,0,35,0,27,0,34,0,69,0,0,97,95,0,0,0,9,0,34,0,43,0,0,0,0,66,0,0,0
Otu000120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0
Otu000121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0
Otu000122,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000125,0,0,23,0,0,0,20,0,0,0,49,0,0,0,38,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0
Otu000127,0,35,45,0,128,0,48,0,45,0,87,117,1676,0,186,42,111,87,0,137,0,881,107,0,34,0,30,42,0,0,35
