Otu000215,0,0,29,0,0,51,0,0,0,0,67,0,84,67,127,147,37,69,60,80,0,10,54,91,0,48,113,76,0,13,3,0,98,0,0,0,0,0,0,0,60,8
Otu000216,0,0,1106,0,0,0,56,0,0,0,0,0,0,0,0,0,26,0,8,5,0,0,89,0,0,0,0,0,0,0,207,36,0,0,0,0,0,0,37,0,204,11
Otu000219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
Otu000220,45,0,0,1198,0,6,0,0,18,11,6,22,12,8,51,21,0,89,0,25,0,0,0,7,0,171,156,35,0,0,9112,0,0,24,5,5015,73,0,1914,58,0,0
Otu000221,0,0,0,0,0,0,0,0,68,105,0,28,40,26,0,10,166,51,19,0,649,0,29,0,689,0,0,18,44,18,21,0,0,27,0,0,0,0,34,0,0,4
Otu000223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0
Otu000232,0,0,306,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,35,224,0,0,0,0,0,0,11,0,299,293
Otu000234,0,0,0,30,0,0,0,0,400,17,0,9,50,47,117,106,0,1340,0,55,0,0,0,0,0,0,1063,29,0,0,93,0,0,18,0,13,0,654,21,191,0,0
Otu000236,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,93,71,0,0,0,100,0,0,0,0,46,20,0,0,0,0,0
Otu000244,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000246,0,0,5858,0,0,0,1773,0,0,0,0,0,0,0,0,0,0,0,55,6,0,0,0,0,0,0,0,0,0,0,90,1909,0,0,0,0,0,0,0,0,4525,461
Otu000247,0,0,0,302,0,12,0,27,0,0,0,0,0,0,0,8,0,103,0,0,0,0,0,0,0,100,0,0,0,0,514,0,0,0,0,56,30,0,59,0,0,0
Otu000248,0,0,0,0,0,0,0,0,0,0,0,12,0,51,21,0,0,67,0,30,0,0,10,0,0,0,32,50,0,0,0,0,0,39,0,0,0,0,0,0,0,0
Otu000251,45,221,0,75,4,98,0,0,484,0,185,47,565,604,1770,380,0,2617,0,430,0,0,0,187,0,151,1029,602,0,99,462,0,0,414,113,169,29,263,58,302,0,0
Otu000253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000254,0,0,0,0,0,135,0,0,124,0,0,0,0,0,31,0,0,0,0,28,0,0,0,0,112,0,38,0,0,0,33,0,0,41,300,0,0,0,0,0,0,0
Otu000256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,25,0,0,0,0,25,0,0,0,0,0,0
Otu000258,87,0,63,60,9,0,89,0,17,0,229,0,158,125,261,328,283,0,269,69,0,8,333,38,0,78,260,87,40,276,53,52,326,88,0,22,52,0,0,114,89,117
Otu000259,0,0,0,0,2848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000262,0,197,0,132,0,78,0,0,0,0,63,69,101,50,142,158,0,285,0,85,0,0,0,297,0,0,244,200,0,0,343,0,10,117,0,0,0,0,63,99,0,0
Otu000263,1294,113,187,0,0,0,0,0,0,0,3045,0,0,42,0,41,19,74,0,38,0,0,0,0,0,0,0,94,0,3585,13,0,90,161,0,0,0,0,0,0,0,0
Otu000270,0,0,0,0,0,0,0,0,102,42,0,0,0,0,0,0,39,148,12,269,92,0,35,0,331,0,55,0,45,0,0,0,0,0,0,0,0,0,55,0,0,0
Otu000271,0,0,0,0,0,0,0,0,0,0,63,0,18,21,20,21,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,38,0,0,0,0,0,0,0,0
Otu000274,31,0,0,19,0,64,0,0,51,0,77,22,156,39,110,120,0,353,0,89,0,0,22,161,0,0,135,322,0,0,0,0,0,312,0,0,24,0,0,50,0,0
Otu000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0
Otu000276,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,49,0,0,0,361,30,0,0,0,0,0,0
Otu000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Otu000283,0,0,0,0,0,0,0,0,0,0,41,0,0,0,83,79,60,0,0,74,9,0,52,477,0,0,110,109,19,0,77,0,113,85,0,0,0,34,0,0,0,0
Otu000286,0,0,0,11,0,54,0,0,25,13,0,12,9,0,0,0,0,88,31,0,0,3,72,41,925,0,0,40,19,0,0,0,0,0,28,0,0,0,13,0,0,0
Otu000287,0,0,899,9,0,0,2878,0,0,8,0,0,0,0,0,0,1340,0,1514,0,48,0,33728,0,0,0,3,0,0,0,32,6844,0,0,0,13,0,0,51,0,8255,2782
Otu000288,0,0,0,175,0,31,0,0,5741,52,0,50,368,245,1061,545,0,2719,0,241,0,0,0,9,0,60,17246,93,0,19,1419,0,0,208,13,67,88,4414,176,2846,0,0
Otu000290,70,0,0,0,0,0,0,0,0,0,113,0,40,47,31,37,0,0,0,0,0,0,8,0,0,0,0,0,59,0,0,0,60,0,0,0,0,0,0,0,0,10
Otu000292,0,0,0,0,1871,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000297,12,0,0,0,0,0,0,0,0,0,142,0,16,16,0,22,0,0,25,0,0,0,0,0,0,0,10,0,0,17,0,0,36,18,0,0,0,0,0,10,0,0
Otu000303,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
Otu000304,0,0,0,0,0,0,0,0,0,0,43,0,0,0,25,0,0,52,0,14,0,0,0,122,0,0,15,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0
Otu000307,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
Otu000309,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000311,0,0,0,37,0,0,0,0,0,83,0,130,0,0,0,0,35,56,0,0,0,60,0,0,0,609,27,0,0,0,322,0,0,0,639,78,0,0,0,0,0,0
Otu000315,0,0,0,60,0,8,0,0,0,0,0,12,0,0,45,12,0,0,0,6,0,0,0,0,0,22,146,11,0,0,1189,0,0,0,11,357,0,0,22,53,0,0
Otu000316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,13,0,0,0,0,0,0,0,1073,0,0,0,0,0,0,0
Otu000319,84,86,0,0,0,0,67,0,0,0,292,0,90,139,162,221,88,112,139,0,0,0,0,0,0,0,113,106,0,623,0,0,253,86,0,43,29,0,0,96,35,58
Otu000324,0,93,3,0,0,0,0,8,34,20,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,4,0,34,0,53,0,0,0,0,0,0,9,6,0,0,0
Otu000325,31,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000332,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000333,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000334,0,0,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,133,0,0,0,0,131,0,0,6,815,26,0,0,66,0,0,0
Otu000336,39,123,69,61,29,0,140,0,0,71,236,0,172,157,332,344,182,127,458,112,0,6,232,78,0,121,311,109,27,138,274,0,323,102,0,14,0,0,0,114,159,164
Otu000339,0,0,0,0,0,0,0,0,10,0,0,12,0,0,16,19,0,29,0,0,0,0,0,0,0,0,34,33,0,0,0,0,0,0,18,0,0,0,122,8,0,0
Otu000341,0,0,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000344,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,35,0,0,0,0,0,0,194,0,0,0,16,0,0,0
Otu000345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,27,15,0,0,0
Otu000346,0,110,81,29,0,1760,28,38,0,0,0,0,115,41,118,271,53,2721,34,40,0,0,11,7,0,0,169,22,0,0,0,15,15,84,0,53,0,53,0,100,40,8
Otu000347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Otu000349,0,0,0,0,0,50,0,0,0,0,28,0,32,20,80,69,75,1240,75,66,0,0,515,248,0,0,124,102,0,37,0,0,22,39,0,0,0,0,0,47,61,4
Otu000350,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
