OTU_ID,101760,101776,101780,101829,101847,101921,102941,102975,102995,103015,103018,103115,103156,103158,103216,103254,103332,103930,103931,103932,103933,103939,103940,103959,103966,103996,104021,104031,104050,104054,104062,104064,104065,104066,104075,104083,104087,104092,104096,104108,104111,104115,104119,104128,104132,104135,104137,104170,104178,104184,104186,104194,104195,104198,104199,104204,104223,104237,104278,104287,104288,104302,104316,104327,104331,104333,104338
Otu000002,0,0,0,0,16,0,544,0,182,9,298,18077,733,2904,11059,11407,44239,769,184,24,18,9,13771,51,12,19,627,0,20685,11,402,175,24,4629,190,19,57905,54564,11,49,0,28971,248,77,112,6890,1462,37,3,75,8,850,59,16,5139,35,1556,743,0,26,9,2126,35764,5,16,846,95
Otu000004,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000005,0,0,0,0,13,99,0,0,0,0,0,0,50,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000011,0,0,0,0,53018,0,0,1264,0,234,542,0,1209,0,11,0,0,727,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,550,0,0,120,0,0,0,0,0,0,0,1497,0,0,0,0,0,0,1084,122,0
Otu000012,0,0,0,0,7,163,6405,137,865,180,6512,381,15,76,177,151,600,16,7,0,0,0,663,0,0,0,21,0,634,0,14,4,0,189,5,0,1889,1145,0,5,0,543,12,0,6,219,47,0,0,3,0,44,0,0,73,0,25,21,0,0,0,742,824,0,0,53,0
Otu000015,0,0,0,0,0,0,0,252,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000017,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000018,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,9,0,6,0,0,3,9,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,5,0,0,14
Otu000023,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000026,0,0,0,0,0,121,3516,24,367,48,3743,360,86,139,499,220,853,21,9,0,0,0,122,0,0,6,0,0,450,0,0,10,0,121,10,0,1811,1422,0,0,0,1215,21,0,0,534,107,0,0,0,0,39,0,0,299,0,26,44,0,0,0,759,371,0,0,84,0
Otu000027,0,0,0,0,0,121,1897,69,388,47,3014,117,50,169,278,121,409,13,0,0,0,0,274,0,0,0,0,0,120,0,0,0,0,40,0,0,993,879,0,0,0,357,0,0,0,107,24,0,0,0,0,29,0,0,66,3,13,23,0,0,0,392,1446,0,0,0,0
