Otu000160,47,468,0,2,521,0,1844,46,26,0,64,4525,149,0,12,0,2306,21,6,24,0,0,7,212,105,78,35,149,0,114
Otu000163,21,97,28,75,0,0,196,108,168,0,974,1062,1724,741,66,15,364,0,471,485,976,81,197,34,35,48,77,885,79,467
Otu000170,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0
Otu000173,0,0,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000175,0,0,6504,0,0,0,0,17418,11390,0,0,0,0,0,5378,0,0,0,0,0,0,0,0,0,0,3015,7138,0,678,0
Otu000176,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000178,0,0,0,84,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000179,0,0,0,63,0,0,92,0,0,0,169,2,0,0,0,91,33,0,0,118,15,0,0,0,89,0,0,0,0,0
Otu000183,4383,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,49,0,0,0,0,0
Otu000184,0,0,13,0,0,24,13,15,0,0,14,97,32,0,0,144,15,0,611,0,39,0,0,0,171,0,0,15,0,14
Otu000187,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000188,30,82,0,89,0,0,174,59,75,0,386,589,508,278,20,0,119,0,323,249,671,43,272,0,0,41,43,228,51,192
Otu000190,0,0,0,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Otu000200,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,80,0,0,0,0,0
Otu000202,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000203,0,0,0,8,0,0,16,0,0,0,13,61,0,0,0,95,21,0,9,19,0,0,0,0,217,0,7,0,0,0
Otu000204,77,0,0,0,0,26,81,0,0,0,107,636,106,0,0,0,77,0,86,0,0,0,0,0,0,0,0,0,0,63
Otu000209,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000211,0,0,0,0,0,0,0,0,0,0,42,0,0,10,0,0,0,0,0,21,51,0,27,0,0,0,0,0,0,0
Otu000213,0,0,0,16,0,0,27,0,0,0,86,104,31,12,0,220,31,0,46,82,0,0,0,20,291,5,0,0,0,0
Otu000214,0,0,0,0,0,0,0,0,5,0,23,0,0,0,0,92,0,0,0,18,0,0,0,0,48,0,0,0,0,0
Otu000215,0,0,0,0,0,0,68,0,0,0,112,216,195,0,0,0,0,0,46,123,0,0,0,0,140,0,23,64,0,73
Otu000216,6,0,185,0,15,0,0,192,7403,0,0,0,0,0,1908,0,0,0,0,0,0,0,0,0,0,267,319,0,1147,0
Otu000220,329,0,0,0,12,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000221,0,0,0,0,308,35,33,8,16,0,0,28,0,210,12,0,0,0,0,11,5,0,0,0,0,0,0,0,2,0
Otu000223,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Otu000225,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000230,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000232,0,0,0,10,0,0,12,91,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0
Otu000234,17,1584,0,0,14219,0,37799,0,0,0,11,722,53,0,0,0,4314,0,10,12,0,0,0,1004,0,18,0,36,0,27
Otu000240,536,0,0,0,0,49,40,0,0,0,0,53,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000244,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000246,0,0,2979,0,0,0,0,11248,14747,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,3815,113,0,630,0
Otu000247,25,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000248,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000251,139,170,0,103,977,18,175,0,0,0,434,237,495,0,0,57,182,0,189,380,66,0,92,224,55,0,0,408,0,118
Otu000254,255,0,0,0,0,54,0,0,0,0,52,0,0,0,0,41,0,0,0,65,0,0,0,0,517,0,0,0,0,0
Otu000256,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,148,0,0,0,0,0
Otu000258,0,0,56,0,0,0,38,38,35,12,157,144,316,0,62,0,41,0,60,70,0,16,129,0,0,0,0,87,9,81
Otu000259,5,0,256,0,0,14,0,0,0,6115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000262,11,52,8,56,45,0,134,0,0,0,486,308,145,22,0,82,102,0,128,283,40,0,31,0,48,5,0,104,0,44
Otu000263,0,0,0,67,0,24,0,0,0,0,335,0,80,3670,0,0,0,0,184,346,1908,0,2727,0,0,0,0,41,0,0
Otu000268,0,0,0,0,0,0,0,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000270,0,0,0,0,0,0,0,0,31,0,0,0,0,319,45,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0
Otu000271,0,0,14,0,0,0,0,0,0,0,28,10,24,0,0,0,0,0,21,63,0,0,0,0,0,0,0,0,0,0
Otu000272,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000274,0,0,0,13,152,0,60,0,0,0,294,107,66,0,0,38,55,0,40,64,0,0,0,0,0,0,0,31,0,320
Otu000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0
Otu000276,40,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
Otu000279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Otu000283,0,292,54,178,102,0,716,0,0,0,758,201,136,101,0,0,207,0,723,493,81,0,0,58,88,0,0,67,0,0
Otu000286,20,0,0,0,30,0,0,0,33,12,0,13,0,0,74,0,0,0,0,0,0,0,0,27,49,0,0,0,32,0
Otu000287,6,0,1888,0,0,0,0,306,2439,0,0,0,0,0,1847,0,0,0,0,0,0,0,0,0,0,993,4027,0,1206,0
Otu000288,0,135,0,0,10046,0,3704,0,0,0,0,396,16,0,0,0,1569,0,15,19,0,0,0,686,0,0,0,0,0,18
Otu000290,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000292,0,0,22,0,0,0,0,0,0,78,0,0,0,0,0,0,0,24,0,0,0,216,0,0,0,0,0,0,0,0
Otu000295,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000297,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
Otu000304,0,0,0,0,0,0,0,0,0,0,46,0,0,29,0,0,0,0,0,23,0,0,0,0,136,0,0,0,0,0
Otu000307,0,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000311,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
Otu000315,5862,191,0,13,200,196,2813,0,0,0,39,1406,10,0,0,0,1377,11,10,40,0,0,6,0,0,6,0,36,0,19
Otu000319,0,31,57,48,0,0,45,0,0,15,168,157,178,55,0,0,0,0,69,86,265,0,180,0,0,0,0,90,77,77
Otu000324,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,0
Otu000325,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,59,0,0,0,0,0
Otu000326,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0
Otu000336,0,73,30,49,34,0,59,32,48,0,244,280,203,0,36,0,145,0,135,153,147,19,94,0,0,29,29,101,0,100
Otu000337,0,0,0,0,0,0,0,0,0,0,0,35,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000339,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,97,0,0,0,0,0
Otu000341,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000344,0,0,0,0,0,0,18,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000346,0,0,0,0,73,0,0,0,0,0,115,97,11,0,0,29,3,0,5,0,0,0,0,0,17,7,0,0,0,0
Otu000347,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000349,10,0,0,34,0,0,32,0,9,0,113,26,31,0,0,67,19,0,67,95,0,13,0,0,0,0,33,0,0,7
Otu000350,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000354,46,163,0,17,2074,8,2542,0,0,7,48,778,47,0,0,0,1530,0,0,38,0,0,0,115,66,43,0,28,0,17
Otu000366,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000371,0,0,0,0,0,0,0,0,0,0,242,44,0,0,0,39,0,0,0,123,0,0,0,0,80,0,0,0,0,0
Otu000373,0,0,0,0,106,0,0,0,0,0,0,6,14,0,0,0,11,0,0,0,0,0,25,0,0,0,0,14,0,0
Otu000375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
Otu000382,48,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000384,659,0,0,0,38,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000385,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,57,0,0,432,0,0,0,0,34
Otu000390,0,0,0,0,33,0,0,0,0,0,126,0,0,0,0,73,0,0,25,95,0,0,0,0,541,0,0,0,0,0
Otu000391,0,0,27,0,0,0,0,0,0,0,104,0,67,0,0,0,0,0,0,63,38,0,0,0,0,4,0,0,0,0
Otu000393,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,17,0,0,0,0,117,0,0,0,0,0
Otu000394,0,0,0,0,40,0,0,0,0,0,12,19,0,0,0,17,13,0,0,0,0,0,0,0,34,0,0,0,6,0
Otu000400,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000405,6,275,0,18,701,0,0,0,0,0,264,28,30,0,0,0,236,0,18,98,0,0,0,109,22,0,0,221,0,162
Otu000406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0
Otu000408,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000410,72,1285,46,0,1545,4,964,158,181,0,363,5655,820,83,137,9,1534,2,49,138,9,0,6,0,7,28,204,537,55,812
Otu000411,34,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000412,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000413,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,91,0,0,0,37,0,0,0,0,0,0,0,0,0,0
Otu000415,35,0,24,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000416,60,0,0,0,0,202,0,0,0,1910,0,0,0,0,0,0,0,28090,0,0,0,7,0,0,0,0,0,0,0,0
Otu000421,0,0,32,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,31,60,0,168,0,0,0,0,46,0,0
Otu000423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,13,0,0,0,0,0
Otu000424,0,0,0,0,0,0,11,0,0,0,0,14,82,292,0,0,17,0,41,25,80,0,109,0,0,0,0,0,0,0
Otu000425,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000429,0,0,349,0,0,0,0,515,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,857,0
Otu000430,0,0,0,42,0,0,0,0,12,0,1292,0,54,0,0,133,0,0,32,597,0,0,0,0,722,90,687,0,0,0
Otu000431,0,0,0,0,162,0,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0
Otu000434,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,30,22,0,21,0,0,0,0,7,0,0
Otu000435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0
Otu000437,0,0,0,0,0,0,0,9,0,0,149,54,291,76,0,0,17,0,39,106,75,0,27,0,0,0,0,136,0,54
Otu000442,0,0,222,0,0,0,0,1864,10540,0,0,0,0,0,8223,0,0,0,0,0,0,0,0,0,0,1107,4633,0,0,0
Otu000443,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0
Otu000447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Otu000448,0,0,0,0,0,0,0,0,0,0,62,9,8,0,0,0,0,0,15,61,22,0,0,0,0,0,0,0,0,0
Otu000451,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000452,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000454,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
Otu000455,11,13,0,0,3552,0,44553,0,0,0,0,29,0,0,0,0,314,0,0,0,0,0,0,10,0,0,0,0,0,0
Otu000457,0,5,0,18,134,0,18,0,0,0,1309,12,39,0,0,27,13,0,71,124,0,0,0,0,0,0,0,16,0,1602
Otu000458,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000460,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000469,0,0,130,0,0,0,0,11114,714,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,81,3868,0,0,0
Otu000473,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,36,0,0,0,59,0,0,0,0,471,0,0,0,0,0
Otu000478,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,38,0,0
Otu000485,0,0,0,0,0,0,0,0,0,0,191,68,138,0,0,0,0,0,29,78,0,0,0,31,0,0,0,127,0,120
Otu000486,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000489,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,13
Otu000490,0,0,0,0,0,0,0,0,0,0,132,10,21,0,0,0,0,0,30,29,0,0,0,0,0,0,0,0,0,170
Otu000491,0,0,5,0,0,0,0,1958,4911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,433,0,238,0
Otu000496,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,14,79,46,0,0,0,0,0,0,21,0,0
Otu000502,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,52,13,0,0,0,0,0,0,0,95,0,0,0,0,0
Otu000503,0,47,16,0,0,0,98,18,109,0,126,702,762,0,38,16,120,0,38,95,0,12,0,0,0,49,56,194,48,479
Otu000504,0,62,34,25,0,0,126,180,273,0,262,578,753,0,47,31,257,0,141,97,24,0,29,0,0,0,90,367,224,248
Otu000512,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,5,0,0,0
Otu000513,0,56,73,0,0,0,100,20,138,0,132,372,338,0,29,29,114,0,30,127,0,0,21,32,203,26,58,196,134,115
Otu000517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
Otu000519,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,9,27,0,0,0,0,0,0,0,66,0,0,0,0,0
Otu000520,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,94,0,0,0,0,0
Otu000523,0,0,23,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,35,0,0,0,0,0,0,0,0,0
Otu000524,42,0,0,0,0,27,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0
Otu000526,0,0,0,33,0,0,0,0,0,0,84,0,0,0,0,716,0,0,70,301,0,0,0,0,392,0,0,0,0,0
Otu000529,28,0,0,0,0,13,39,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,34,0
Otu000531,0,0,0,0,0,0,0,9,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0
Otu000532,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,113,0,0,0,0,0
