OTU_ID,101603,101604,101605,101606,101607,101608,101609,101610,101611,101612,101613,101614,101616,101617,101618,101619,101622,101624,101626,101628,101630,101634,101640,101642,101646,101648,101650,101689,101690,101693,101694,101704,101705,101706,101707,101708,101709,101710,101711,101712,101713,101714,101715,101716,101717,101718,101719,101720,101721,101722,101723,101736,101737,101738,101739,101740,101741,102928
Otu000022,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134495,60959,27126,0,0,0,0,3,0,0,0,0,0,10,0
Otu000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000026,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,359
Otu000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333
Otu000028,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
Otu000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Otu000030,0,0,0,0,0,33,0,0,0,0,0,22,0,0,0,28,0,0,0,0,0,0,67,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,0,0,0,0,0
Otu000031,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,21,0,39,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,18,0,0,0,23,0,0,0,0
Otu000034,0,10,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000035,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000040,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,53,28,0,0,0,0,27,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
Otu000041,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000044,30,459,82,121,141,144,87,128,97,52,108,218,20,0,0,0,7,68,0,25,41,9,32,48,6,8,5,3644,3883,654,168,0,0,0,0,43,0,0,0,296,853,1455,2453,2078,1127,181,460,375,1783,3542,17,91,49,85,189,0,74,0
Otu000047,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,29,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,41,0,0,15,0,0,0,0,0
Otu000048,860,520,363,641,811,710,434,1077,754,200,764,725,65,319,209,0,118,1875,561,171,1711,570,1724,810,45,0,0,25,0,0,0,0,138,196,161,0,0,1112,0,0,30,92,94,67,20,28,40,210,530,618,2216,1602,877,1287,6596,185,304,697
Otu000051,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,9,0,0,0,0
Otu000057,0,0,0,0,23,25,25,0,0,0,0,0,10,0,0,21,0,0,16,5,11,0,44,18,0,0,12,4,33,0,0,0,0,0,6,0,0,6,0,0,0,0,15,0,0,0,10,7,10,12,6,0,0,13,0,9,14,0
Otu000060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000063,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000068,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,90,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Otu000069,0,151,23,34,91,29,16,13,26,0,29,38,19,0,0,0,0,11,0,0,0,0,0,0,0,0,21,5186,22757,1074,3109,0,0,0,0,0,0,0,0,136,178,317,557,272,167,25,54,29,173,860,0,0,0,0,0,0,0,0
Otu000071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000072,38,328,86,117,147,85,130,48,82,40,95,88,46,0,10,121,0,0,0,5,10,0,12,64,17,20,53,3995,21039,2490,3717,0,0,0,0,0,0,14,13,162,484,778,1068,931,709,119,1225,273,993,1802,0,13,0,9,0,2,0,0
Otu000073,17,4,0,0,0,0,19,10,9,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
Otu000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
Otu000082,604,527,551,655,1033,1434,526,786,635,263,964,857,785,270,388,137,195,879,483,504,2463,707,2444,2717,50,5,26,27,15,0,0,0,0,0,75,0,0,37,0,37,0,22,10,9,4,4,34,97,0,33,0,148,36,75,55,53,19,1480
Otu000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0
Otu000085,0,1114,146,272,393,220,175,219,121,66,144,232,168,0,21,0,0,36,0,19,0,0,12,22,34,73,103,20059,22699,2826,937,0,0,0,0,0,0,0,26,320,1665,2451,4316,664,269,95,915,431,2978,5789,0,19,0,0,11,0,84,0
Otu000087,105,212,74,39,56,24,53,57,28,0,18,48,19,3431,36207,54931,756,28,14272,31,2212,2834,4344,1164,0,0,0,0,13,0,0,0,0,33,0,0,0,0,0,0,36,15,0,628,2010,797,634,11348,25,37,13357,883,1212,867,687,89,160,23
Otu000092,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,55,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000095,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,7,0,0
Otu000097,0,17,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000099,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,11,0,21,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000101,0,0,0,0,0,0,194138,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000105,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000110,0,0,0,0,16,9,17,0,0,0,0,10,0,0,0,12,0,0,10,0,7,0,33,7,0,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,5,0,4,0,0,0,0,7,11,0,0,0,9,0,10,0,0
Otu000111,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,12,0
Otu000112,38,61,58,158,126,125,54,127,105,72,121,162,0,10,0,11,12,13,0,0,67,25,42,60,0,5,28,27,26,0,0,0,0,0,0,0,0,0,0,22,0,5,0,17,7,0,0,0,0,13,0,11,0,0,0,0,0,0
Otu000116,146,203,309,432,441,524,322,308,280,191,517,735,58,34,0,0,25,152,0,0,157,43,147,147,49,0,0,101,282,24,27,0,0,0,20,0,0,0,0,0,0,33,0,0,33,0,0,0,0,50,64,35,45,32,27,0,0,34
Otu000117,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000119,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000122,367,1004,2736,4331,2720,2725,1093,287,1795,708,3493,1541,147,170,46,158,566,247,0,0,3804,481,1570,3485,18,0,0,36,65,0,0,63,0,69,10,0,0,24,0,92,0,0,13,15,0,6,21,29,0,22,63,20,0,32,0,0,13,77
Otu000123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Otu000125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000127,0,0,10,26,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Otu000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Otu000138,75,17,43,84,31,71,36,71,61,19,52,80,96553,0,0,0,0,5891,0,635,0,0,0,33,0,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,10,0,0,0
Otu000139,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000140,0,0,0,0,0,14,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0
Otu000144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Otu000145,690,314,1680,2380,1574,2261,994,2000,1440,669,2149,2373,75,32,53,10,99,446,17,29,749,141,447,769,0,0,87,343,295,101,49,0,0,120,14,6,24,110,0,12,30,46,58,931,500,102,497,238,118,130,337,95,46,130,178,10,65,14
Otu000153,350,398,290,335,497,432,259,361,452,134,472,483,19,112,154,238,82,148,159,84,375,179,813,448,23,0,27,9,0,0,0,0,204,140,9,0,10,796,0,0,22,44,0,41,0,0,22,211,355,191,906,336,573,424,233,99,163,830
Otu000156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2115,8792,13128,12981,0,0,0,0,0,19247,34461,0,0,0,0,0,0,0,0
Otu000160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000163,0,19,0,0,32,22,28,0,24,10,0,0,0,0,0,0,0,15,7,0,22,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,19
Otu000169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000171,34,90,77,49,108,40,65,30,22,0,55,53,21,0,0,0,0,16,0,0,0,0,0,0,24,0,8,5453,16774,3114,4275,0,0,0,0,0,0,0,0,52,211,406,630,25,26,0,666,60,544,889,0,0,0,0,0,0,7,0
Otu000178,4,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000186,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,3492,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495,0,324,0,1236,0,9,20,874,53,411,0,676,114,0
Otu000188,0,0,0,0,0,0,16,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Otu000190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,6,7,5,0,0,0,0,0,5,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0
Otu000191,315,216,358,469,764,723,502,365,565,164,592,595,0,62,51,0,0,85,92,133,360,187,1081,569,115,29,33,0,0,0,0,0,0,79,0,0,0,0,0,0,0,69,0,0,0,0,0,111,179,171,909,166,0,133,109,0,86,426
Otu000193,613,105,204,266,479,219,194,359,263,36,258,178,9,305,1325,282,175,42,1570,25,577,420,965,491,95,135,111,0,0,2,0,0,0,598,0,0,0,49,0,0,0,18,0,0,32,0,271,379,94,100,3273,605,281,932,822,315,219,338
Otu000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,5250,10674,25238,0,0,0,0,0,12903,27201,0,0,0,0,0,0,0,0
Otu000196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50688,28579,13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,1668,14,125,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Otu000205,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000207,0,225,0,56,0,62,111,0,50,0,56,73,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,1500,7875,652,1185,0,0,0,0,0,0,0,0,0,163,282,409,281,237,49,653,105,471,615,0,0,4,0,0,0,30,0
Otu000215,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000217,0,0,0,0,0,0,0,0,0,0,0,0,20425,0,0,0,0,9606,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Otu000233,176,192,245,360,236,364,195,367,407,96,475,486,7,27,0,0,56,129,0,18,349,103,296,357,0,0,10,18,17,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,96,24,11,15,8,0,0,0
Otu000235,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,117,0,0,15,851,12,6492,0,413,117,0
Otu000236,405,188,397,552,639,942,545,604,432,251,812,798,35,0,0,0,0,87,29,0,135,12,109,151,0,0,28,161,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,78,20,0,0,0,16,0,0,18,0
Otu000238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000240,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Otu000245,0,0,0,8,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Otu000246,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Otu000247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000249,9,0,20,101,24,15,22,4,47,16,92,42,41,5,168,0,19,5,0,0,167,4,36,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Otu000250,400,382,286,584,570,640,250,606,484,174,553,562,560,153,400,286,62,907,204,236,611,404,1548,532,37,0,0,0,0,0,0,0,0,0,15,4,0,89,0,0,0,0,0,0,0,0,31,20,0,0,90,119,32,72,97,0,16,2144
Otu000254,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000255,24,27,75,52,299,40,66,42,28,34,51,70,24,0,0,0,0,12,0,10,6,0,0,0,21,0,42,3091,12635,2963,4859,0,0,0,0,0,18,0,0,45,87,138,217,133,45,13,175,24,42,287,0,13,0,0,2,0,9,0
Otu000257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
Otu000258,10,0,0,10,0,6,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,24,7,22,12,0,0,10,146,208,383,13,0,22,0
Otu000260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,18544,723,1681,1543,0,25,32,172,0,368,1114,0,99,0
Otu000263,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otu000265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
Otu000268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,9,0,10,0,13,14,4,0,14,0,15,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,6,0,0,15,0,3,0,0,0,0,6,0
